"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.307690073E1,-6.600999832E-1,-5.992000103E-1,4.996999800E-1,1.021994477E0
4.308690073E1,-6.020999551E-1,-4.517999887E-1,2.763999999E-1,8.019005834E-1
4.309690073E1,-4.178999960E-1,-2.800999880E-1,-1.699999906E-3,5.030897534E-1
4.310690073E1,-2.145999968E-1,-1.010999978E-1,-2.000999898E-1,3.103455720E-1
4.311690073E1,-1.085999981E-1,9.599999525E-3,-1.550000012E-1,1.895022953E-1
4.312690073E1,-1.191999987E-1,-4.600000102E-3,4.199999850E-3,1.193626394E-1
4.313690073E1,-1.777999997E-1,-9.429999441E-2,8.209999651E-2,2.173608481E-1
4.314690073E1,-2.368999869E-1,-2.120999992E-1,4.360000044E-2,3.209501106E-1
4.315690073E1,-2.773000002E-1,-4.560999870E-1,-9.039999545E-2,5.413821640E-1
4.316690073E1,-1.622999907E-1,-7.580999732E-1,-2.599999905E-1,8.177144070E-1
4.317690073E1,-4.809999838E-2,-1.040300012E0,-3.684999943E-1,1.104685462E0
4.318690073E1,-7.050000131E-2,-1.263499975E0,-4.199000001E-1,1.333311084E0
4.319690073E1,-1.110999957E-1,-1.485199928E0,-2.987000048E-1,1.519007482E0
4.320690073E1,-1.299999934E-2,-1.577899933E0,1.222999990E-1,1.582685846E0
4.321690073E1,1.349000037E-1,-1.590899944E0,4.330999851E-1,1.654308387E0
4.322690073E1,3.510999978E-1,-1.437699914E0,4.606999755E-1,1.549998941E0
4.323690073E1,5.859999657E-1,-1.159199953E0,3.439999819E-1,1.343680199E0
4.324690073E1,7.515999675E-1,-9.511999488E-1,1.704999954E-1,1.224236130E0
4.325690073E1,9.072999954E-1,-8.422999978E-1,6.579999626E-2,1.239754898E0
4.326690073E1,9.754999876E-1,-7.224000096E-1,1.353999972E-1,1.221390666E0
4.327690073E1,9.663999677E-1,-7.074999809E-1,2.998999953E-1,1.234676123E0
4.328692104E1,8.308999538E-1,-7.289999723E-1,5.591999888E-1,1.238765644E0
4.329690073E1,5.882999897E-1,-8.274999857E-1,7.082999945E-1,1.237958798E0
4.330690073E1,3.258000016E-1,-8.290999532E-1,6.916999817E-1,1.127830323E0
4.331690073E1,1.406999975E-1,-6.963999867E-1,5.018999577E-1,8.698695295E-1
4.332690073E1,2.259999886E-2,-5.381999612E-1,1.400000006E-1,5.565698144E-1
4.333690073E1,-6.709999591E-2,-3.048999906E-1,-2.870999873E-1,4.241377328E-1
4.334690073E1,-1.476999968E-1,-1.816999912E-1,-6.044999957E-1,6.482672448E-1
4.335690073E1,-2.578999996E-1,-5.909999833E-2,-7.351999879E-1,7.813605069E-1
4.336690073E1,-3.091000021E-1,1.549999975E-2,-6.112999916E-1,6.851793495E-1
4.337690073E1,-2.036999911E-1,-5.480000004E-2,-3.790999949E-1,4.338358359E-1
4.338690073E1,2.869999968E-2,-2.405999899E-1,-1.651999950E-1,2.932628232E-1
4.339690073E1,1.919000000E-1,-4.743999839E-1,-8.709999919E-2,5.191024606E-1
4.340690073E1,2.566999793E-1,-6.784999967E-1,8.020000160E-2,7.298555782E-1
4.341690073E1,1.940999925E-1,-8.733999729E-1,2.472999990E-1,9.282562196E-1
4.342690073E1,8.240000159E-2,-9.815999866E-1,3.561999798E-1,1.047476357E0
4.343690073E1,-1.079999954E-1,-9.936999679E-1,4.953999817E-1,1.115582703E0
4.344690073E1,-2.494999915E-1,-9.786999822E-1,4.092999995E-1,1.089784561E0
4.345690073E1,-3.328000009E-1,-8.675999641E-1,3.156999946E-1,9.814030899E-1
4.346690073E1,-3.163999915E-1,-7.444999814E-1,2.269999981E-1,8.401893692E-1
4.347690073E1,-2.419999987E-1,-5.733999610E-1,3.280000016E-2,6.232394040E-1
4.348690073E1,-5.020000041E-2,-4.018999934E-1,-2.091999948E-1,4.558599375E-1
4.349690073E1,1.510999948E-1,-3.080999851E-1,-4.508999884E-1,5.666282810E-1
4.350690073E1,3.623999953E-1,-2.730999887E-1,-6.730999947E-1,8.117764244E-1
4.351692730E1,6.031000018E-1,-2.483000010E-1,-7.875999808E-1,1.022592897E0
4.352690073E1,7.559999824E-1,-2.635000050E-1,-8.342999816E-1,1.156297836E0
4.353690073E1,7.820999622E-1,-2.705000043E-1,-7.356999516E-1,1.107296267E0
4.354690073E1,7.204999924E-1,-2.982999980E-1,-5.895000100E-1,9.775548014E-1
4.355690073E1,5.909000039E-1,-3.851999938E-1,-4.355999827E-1,8.290290676E-1
4.356690073E1,4.134999812E-1,-6.085000038E-1,-2.947999835E-1,7.925664132E-1
4.357690073E1,4.523999989E-1,-9.864999652E-1,2.751999795E-1,1.119635195E0
4.358690073E1,5.910999775E-1,-1.400200009E0,9.774999619E-1,1.807059884E0
4.359690073E1,5.641999841E-1,-1.693199992E0,1.313099980E0,2.215734504E0
4.360690073E1,2.238999903E-1,-1.730199933E0,1.225999951E0,2.132322418E0
4.361690073E1,-4.114999771E-1,-1.446399927E0,9.555999637E-1,1.781734063E0
4.362690073E1,-7.646999955E-1,-1.069199920E0,5.152999759E-1,1.411909564E0
4.363690073E1,-9.731999636E-1,-4.891999960E-1,-1.823000014E-1,1.104385845E0
4.364690073E1,-8.890999556E-1,6.089999899E-2,-7.185999751E-1,1.144811541E0
4.365690073E1,-5.110999942E-1,4.560999870E-1,-1.067399979E0,1.268303243E0
4.366690073E1,1.613999903E-1,5.806999803E-1,-1.241500020E0,1.380066927E0
4.367690073E1,6.980999708E-1,4.946999848E-1,-1.361299992E0,1.607858610E0
4.368690073E1,9.328999519E-1,2.377000004E-1,-1.262599945E0,1.587753832E0
4.369690073E1,8.567999601E-1,-9.349999577E-2,-9.371999502E-1,1.273260448E0
4.370690073E1,5.473999977E-1,-4.526000023E-1,-5.102999806E-1,8.745853817E-1
4.371690073E1,1.996999979E-1,-7.242000103E-1,-1.349999905E-1,7.632632190E-1
4.372690073E1,-1.671999991E-1,-8.119999766E-1,2.396999896E-1,8.629924025E-1
4.373690073E1,-3.969999850E-1,-9.807999730E-1,7.720999718E-1,1.309853405E0
4.374690073E1,-5.205999613E-1,-1.015200019E0,8.682999611E-1,1.433736454E0
4.375690073E1,-4.895999730E-1,-8.458999991E-1,7.655999660E-1,1.241530608E0
4.376690073E1,-2.748000026E-1,-5.027999878E-1,5.428000093E-1,7.892748059E-1
4.377690073E1,3.570000082E-2,-1.929999888E-1,2.287999988E-1,3.014513645E-1
4.378690542E1,3.136999905E-1,1.303000003E-1,-5.590000004E-2,3.442536625E-1
4.379690073E1,4.655999839E-1,1.990999877E-1,-2.069999874E-1,5.470586302E-1
4.380690073E1,5.374999642E-1,1.860999912E-1,-4.415999949E-1,7.201041409E-1
4.381690073E1,6.681999564E-1,8.669999987E-2,-6.171999574E-1,9.137526247E-1
4.382690073E1,8.094999790E-1,-3.729999810E-2,-7.953000069E-1,1.135422215E0
4.383690073E1,1.010200024E0,-2.143999934E-1,-9.463999867E-1,1.400765641E0
4.384690073E1,1.211499929E0,-3.174999952E-1,-1.031199932E0,1.622316746E0
4.385690073E1,1.403899908E0,-2.996999919E-1,-9.422000051E-1,1.717118484E0
4.386690073E1,1.401099920E0,-2.219000012E-1,-7.778999805E-1,1.617853200E0
4.387690073E1,1.262499928E0,-1.344999969E-1,-6.177999973E-1,1.411974913E0
4.388690073E1,1.046899915E0,-3.810000047E-2,-3.346999884E-1,1.099761394E0
4.389690073E1,8.129000068E-1,8.679999411E-2,-9.439999610E-2,8.229532303E-1
4.390690073E1,6.484000087E-1,2.408999950E-1,3.559999913E-2,6.926201981E-1
4.391690073E1,5.037999749E-1,3.944999874E-1,9.609999508E-2,6.470547611E-1
4.392690073E1,3.298999965E-1,4.781000018E-1,-2.989999950E-2,5.816421833E-1
4.393690073E1,2.239999920E-1,5.115000010E-1,-2.518000007E-1,6.125450904E-1
4.394690073E1,2.344999909E-1,5.245000124E-1,-6.462999582E-1,8.647509149E-1
4.395690073E1,2.633999884E-1,5.555999875E-1,-9.097999930E-1,1.098092404E0
4.396690073E1,2.918999791E-1,5.857999921E-1,-1.132599950E0,1.308109275E0
4.397690073E1,2.714000046E-1,6.344999671E-1,-1.306399941E0,1.477473850E0
4.398690073E1,9.429999441E-2,8.294999599E-1,-1.549699903E0,1.760264884E0
4.399690073E1,-5.329999700E-2,9.952999949E-1,-1.597000003E0,1.882517458E0
4.400690073E1,-1.905999929E-1,1.014799953E0,-1.351699948E0,1.700952689E0
4.401690073E1,-3.955999911E-1,9.585999846E-1,-1.148800015E0,1.547628754E0
4.402690073E1,-5.511000156E-1,7.396999598E-1,-8.985999823E-1,1.287769073E0
4.403690073E1,-3.730999827E-1,3.675999939E-1,-4.820999801E-1,7.118663804E-1
4.404690073E1,-4.779999703E-2,-1.876000017E-1,1.885000020E-1,2.702052019E-1
4.405690073E1,1.993999928E-1,-8.398000002E-1,6.711999774E-1,1.093404686E0
4.406690073E1,3.391000032E-1,-1.344599962E0,6.338999867E-1,1.524718684E0
4.407690073E1,2.717999816E-1,-1.615099907E0,4.131000042E-1,1.689104660E0
4.408690073E1,1.638000011E-1,-1.604200006E0,7.949999720E-2,1.614499411E0
4.409690073E1,1.909999996E-1,-1.293999910E0,-4.045999944E-1,1.369166872E0
4.410690073E1,4.020999968E-1,-6.951999664E-1,-9.203999639E-1,1.221525069E0
4.411690073E1,6.140999794E-1,-2.983999848E-1,-1.075399995E0,1.273831419E0
4.412690073E1,9.626999497E-1,3.409999982E-2,-1.051699996E0,1.426193144E0
4.413690073E1,1.194800019E0,1.369999945E-1,-9.625999928E-1,1.540426834E0
4.414690073E1,1.271799922E0,1.002999991E-1,-8.097999692E-1,1.511062911E0
4.415690073E1,1.203299999E0,4.499999806E-3,-6.128999591E-1,1.350406420E0
4.416690073E1,1.028100014E0,-1.001999974E-1,-3.215000033E-1,1.081846537E0
4.417690073E1,6.777999997E-1,-2.036999911E-1,-1.717000008E-1,7.282770189E-1
4.418690073E1,3.971999884E-1,-1.576000005E-1,-2.406999916E-1,4.904508914E-1
4.419690073E1,1.662999988E-1,7.660000026E-2,-4.296000004E-1,4.669897322E-1
4.420690073E1,2.410000004E-2,3.319000006E-1,-5.022999644E-1,6.025310570E-1
4.421690073E1,-1.372999996E-1,6.175000072E-1,-4.776999950E-1,7.926883587E-1
4.422690073E1,-2.500999868E-1,8.842999935E-1,-4.325999916E-1,1.015716119E0
4.423690073E1,-2.064999938E-1,9.271000028E-1,-2.780999839E-1,9.896950357E-1
4.424690073E1,-1.241999939E-1,7.470999956E-1,-2.890000045E-1,8.106201605E-1
4.425690073E1,-8.209999651E-2,5.020999908E-1,-6.112999916E-1,7.953191120E-1
4.426690073E1,-3.130000085E-2,5.245999694E-1,-1.048099995E0,1.172475337E0
4.427690073E1,-5.009999871E-2,7.924999595E-1,-1.325399995E0,1.545073248E0
4.428692886E1,-2.848999798E-1,1.383199930E0,-1.709599972E0,2.217462989E0
4.429690073E1,-2.656999826E-1,1.657400012E0,-1.757499933E0,2.430303951E0
4.430690073E1,-1.490999907E-1,1.645299911E0,-1.538299918E0,2.257345619E0
4.431690073E1,-8.159999549E-2,1.495499969E0,-1.416999936E0,2.061811712E0
4.432690073E1,-8.240000159E-2,1.210199952E0,-1.208799958E0,1.712475116E0
4.433690073E1,-1.407999992E-1,6.643999815E-1,-8.671999574E-1,1.101493414E0
4.434690073E1,-1.779999882E-1,-2.180999964E-1,-3.639999926E-1,4.601604056E-1
4.435690073E1,-2.333999872E-1,-1.211199999E0,1.341999918E-1,1.240762116E0
4.436690073E1,-2.386000007E-1,-2.100199938E0,4.621999860E-1,2.163653985E0
4.437690073E1,-2.040999979E-1,-2.701499939E0,5.631999969E-1,2.767119977E0
4.438690073E1,-1.403999925E-1,-2.813499928E0,6.556000113E-1,2.892283765E0
4.439690073E1,-1.167999953E-1,-2.363499880E0,6.330999732E-1,2.449610070E0
4.440690073E1,-2.221999913E-1,-1.482800007E0,5.277000070E-1,1.589508098E0
4.441690073E1,-2.513000071E-1,-4.769999981E-1,2.034999877E-1,5.762750530E-1
4.442690073E1,-2.038999945E-1,4.691999853E-1,-1.539999992E-1,5.342656958E-1
4.443690073E1,-2.069000006E-1,1.431999922E0,-5.848000050E-1,1.560584004E0
4.444690073E1,-2.383999974E-1,1.888799906E0,-7.926999927E-1,2.062225235E0
4.445690073E1,-2.701999843E-1,2.180500031E0,-9.598999619E-1,2.397706477E0
4.446690073E1,-2.423999906E-1,2.128700018E0,-9.617999792E-1,2.348442190E0
4.447690073E1,-1.552999914E-1,1.851899981E0,-8.669999838E-1,2.050692712E0
4.448690073E1,-5.779999867E-2,1.449299932E0,-7.932999730E-1,1.653219882E0
4.449690073E1,5.959999934E-2,1.058899999E0,-7.009999752E-1,1.271307332E0
4.450690073E1,1.377999932E-1,7.397999763E-1,-5.989999771E-1,9.618179743E-1
4.451692730E1,1.961999983E-1,4.240999818E-1,-6.143000126E-1,7.718288277E-1
4.452690073E1,1.950999945E-1,1.325999945E-1,-6.870999932E-1,7.264662188E-1
4.453690073E1,1.837999970E-1,-8.549999446E-2,-7.398999929E-1,7.671666621E-1
4.454690073E1,1.525999904E-1,-2.308999896E-1,-7.335000038E-1,7.839794754E-1
4.455690073E1,1.507999897E-1,-3.831000030E-1,-5.900999904E-1,7.195305746E-1
4.456690073E1,1.882999986E-1,-4.939000010E-1,-3.393999934E-1,6.281611704E-1
4.457690073E1,3.141999841E-1,-4.662999809E-1,-4.010000080E-2,5.637067608E-1
4.458690073E1,4.500999749E-1,-4.384000003E-1,1.403999925E-1,6.438141856E-1
4.459690073E1,8.413999677E-1,-2.436999977E-1,4.964999855E-1,1.006904082E0
4.460690073E1,1.076300025E0,-2.047999948E-1,6.547999978E-1,1.276372915E0
4.461690073E1,1.134899974E0,-3.118000031E-1,5.769999623E-1,1.310780740E0
4.462690073E1,1.016999960E0,-5.062999725E-1,4.302999973E-1,1.214819603E0
4.463690073E1,8.599999547E-1,-6.414999962E-1,3.321999907E-1,1.123155822E0
4.464690073E1,6.245999932E-1,-6.685999632E-1,2.043999881E-1,9.375128892E-1
4.465690073E1,3.595999777E-1,-6.172999740E-1,6.729999930E-2,7.175658100E-1
4.466690073E1,1.824999899E-1,-4.871999919E-1,-1.273999959E-1,5.356312513E-1
4.467690073E1,1.812999994E-1,-2.874999940E-1,-2.813999951E-1,4.412617064E-1
4.468690073E1,4.230000079E-2,-1.544999927E-1,-5.419999957E-1,5.651756658E-1
4.469690073E1,5.408999920E-1,-8.899999782E-3,-4.011999965E-1,6.735083136E-1
4.470690073E1,8.928999901E-1,-1.030000020E-2,-3.308999836E-1,9.522978953E-1
4.471690073E1,1.020200014E0,-9.939999878E-2,-2.631999850E-1,1.058282883E0
4.472690073E1,8.937999606E-1,-2.084999979E-1,-1.988999993E-1,9.391016071E-1
4.473690073E1,5.429999828E-1,-3.483999968E-1,-1.181999967E-1,6.558984512E-1
4.474690073E1,2.030999959E-1,-3.910000026E-1,-3.070000000E-2,4.416708054E-1
4.475690073E1,-8.709999919E-2,-3.950999975E-1,5.489999801E-2,4.082945355E-1
4.476690854E1,-3.174999952E-1,-4.280999899E-1,5.939999968E-2,5.362874307E-1
4.477690073E1,-4.027999938E-1,-4.537999928E-1,1.119999960E-2,6.068836037E-1
4.478690073E1,-4.190999866E-1,-4.990999997E-1,-5.759999901E-2,6.542655182E-1
4.479690073E1,-3.967999816E-1,-5.065999627E-1,-1.146999970E-1,6.536435091E-1
4.480690073E1,-4.830999970E-1,-4.664999843E-1,-2.674999833E-1,7.228859409E-1
4.481694448E1,-3.346999884E-1,-2.608999908E-1,-1.929000020E-1,4.661580185E-1
4.482690073E1,-3.340999782E-1,-5.689999834E-2,-3.021000028E-1,4.540097102E-1
4.483690073E1,-3.243999779E-1,1.669999957E-1,-4.390999973E-1,5.709055542E-1
4.484690073E1,-3.348999918E-1,3.321999907E-1,-6.721999645E-1,8.211988983E-1
4.485690073E1,-2.085999995E-1,5.175999999E-1,-7.569999695E-1,9.404640735E-1
4.486690073E1,-1.612000018E-1,6.139999628E-1,-7.814999819E-1,1.006838426E0
4.487690073E1,-2.123999894E-1,5.720999837E-1,-8.238999844E-1,1.025291827E0
4.488690073E1,-1.264999956E-1,5.097000003E-1,-7.576999664E-1,9.219032370E-1
4.489690073E1,-9.959999472E-2,4.262000024E-1,-6.419000030E-1,7.769184094E-1
4.490690073E1,-2.419999987E-2,3.416999876E-1,-5.536999702E-1,6.510976721E-1
4.491690073E1,2.861000001E-1,2.965999842E-1,-5.037999749E-1,6.508756989E-1
4.492689917E1,5.669000149E-1,3.200999796E-1,-5.022000074E-1,8.222192355E-1
4.493690073E1,7.698000073E-1,3.540000021E-1,-4.043999910E-1,9.388543048E-1
4.494690073E1,1.032599926E0,3.886999786E-1,-2.016000003E-1,1.121602800E0
4.495690073E1,1.189100027E0,3.163999915E-1,4.509999976E-2,1.231300873E0
4.496690073E1,1.131600022E0,1.568999887E-1,1.396999955E-1,1.150935405E0
4.497690073E1,9.387999773E-1,-5.040000007E-2,1.102999970E-1,9.466000458E-1
4.498690073E1,6.014999747E-1,-3.262999952E-1,1.618999988E-1,7.031966411E-1
4.499690073E1,2.757000029E-1,-4.955999851E-1,3.461000025E-1,6.643907349E-1
4.500690073E1,-7.840000093E-2,-4.715999961E-1,3.123999834E-1,5.710926948E-1
4.501690073E1,-2.762999833E-1,-2.256999910E-1,2.416999936E-1,4.309304510E-1
4.502690073E1,-1.419999897E-1,1.546999961E-1,1.358999908E-1,2.501297531E-1
4.503690073E1,1.867999882E-1,5.532999635E-1,-1.121999994E-1,5.946628667E-1
4.504690073E1,5.345000029E-1,8.050999641E-1,-3.677999973E-1,1.033998570E0
4.505690073E1,8.330000043E-1,9.806999564E-1,-8.096999526E-1,1.520287941E0
4.506690073E1,1.053900003E0,1.033200026E0,-9.799000025E-1,1.771556244E0
4.507690073E1,1.159899950E0,9.539999962E-1,-8.644999862E-1,1.732871638E0
4.508690073E1,1.044299960E0,6.050999761E-1,-5.837999582E-1,1.340720246E0
4.509691167E1,6.416000128E-1,5.899999756E-3,-2.443999946E-1,6.865979491E-1
4.510690073E1,3.337999880E-1,-5.271999836E-1,6.699999794E-3,6.240249552E-1
4.511690073E1,-1.345999986E-1,-1.178799987E0,2.918999791E-1,1.221839665E0
4.512690073E1,-6.801999807E-1,-1.746099949E0,3.693999946E-1,1.909972094E0
4.513690073E1,-1.098500013E0,-2.032899857E0,3.705999851E-1,2.340241110E0
4.514690073E1,-1.282899976E0,-1.970099926E0,4.258999825E-1,2.389250272E0
4.515690073E1,-1.361500025E0,-1.586899996E0,4.680999815E-1,2.142673915E0
4.516690073E1,-1.374400020E0,-1.137799978E0,3.810999990E-1,1.824500319E0
4.517690073E1,-1.116799951E0,-8.374999762E-1,1.180000007E-1,1.400918392E0
4.518690073E1,-6.277999878E-1,-6.838999987E-1,-2.823999822E-1,9.703616763E-1
4.519690073E1,-8.240000159E-2,-6.069999933E-1,-6.577000022E-1,8.987814223E-1
4.520690073E1,3.937999904E-1,-5.189999938E-1,-9.733999968E-1,1.171301404E0
4.521690073E1,6.166999936E-1,-4.097999930E-1,-1.047500014E0,1.282774803E0
4.522690073E1,6.667999625E-1,-2.294999957E-1,-1.022799969E0,1.242341424E0
4.523690073E1,5.932999849E-1,-1.137999967E-1,-8.700000048E-1,1.059176718E0
4.524690073E1,4.439999759E-1,-3.799999831E-3,-5.764999986E-1,7.276693390E-1
4.525690073E1,2.709999979E-1,1.239999942E-2,-1.782999933E-1,3.246315549E-1
4.526690073E1,1.100999936E-1,3.759999946E-2,9.009999782E-2,1.471522279E-1
4.527690073E1,-1.944999993E-1,-5.200000014E-3,3.030000031E-1,3.600920599E-1
4.528690073E1,-5.311999917E-1,-1.872999966E-1,4.433999956E-1,7.168390865E-1
4.529690073E1,-7.048000097E-1,-4.303999841E-1,5.041999817E-1,9.675767781E-1
4.530690073E1,-8.334999681E-1,-5.881999731E-1,3.781999946E-1,1.087996618E0
4.531690073E1,-9.456999898E-1,-6.897000074E-1,2.689999938E-1,1.200997738E0
4.532690073E1,-1.020799994E0,-6.850999594E-1,1.744000018E-1,1.241696398E0
4.533690073E1,-9.994999766E-1,-6.229000092E-1,1.128999963E-1,1.183110745E0
4.534690073E1,-8.713999987E-1,-5.509999990E-1,1.026999950E-1,1.036091813E0
4.535690073E1,-6.760999560E-1,-4.093999863E-1,7.299999706E-3,7.904257013E-1
4.536690073E1,-4.232999980E-1,-2.760999799E-1,-4.629999772E-2,5.075015045E-1
4.537690073E1,-1.322000027E-1,-1.702999920E-1,-1.180000007E-1,2.457700717E-1
4.538690073E1,4.069999978E-2,-1.419000030E-1,-1.985999942E-1,2.474551646E-1
4.539690073E1,-1.179999951E-2,-1.623999923E-1,-2.496999949E-1,2.980991194E-1
4.540690073E1,-1.620000005E-1,-2.230999917E-1,-2.427999973E-1,3.673818792E-1
4.541690386E1,-4.292999804E-1,-4.126999974E-1,-8.989999443E-2,6.022472665E-1
4.542690073E1,-6.360999942E-1,-5.234999657E-1,1.040000003E-2,8.238832300E-1
4.543690073E1,-8.815999627E-1,-6.153999567E-1,1.685999930E-1,1.088283767E0
4.544690073E1,-1.077399969E0,-6.381999850E-1,3.547999859E-1,1.301527158E0
4.545690073E1,-1.107100010E0,-6.994000077E-1,6.301999688E-1,1.453266253E0
4.546690073E1,-1.147199988E0,-8.382999897E-1,7.401999831E-1,1.602095722E0
4.547690073E1,-1.149600029E0,-9.574999809E-1,6.669999957E-1,1.638070644E0
4.548690073E1,-1.152999997E0,-1.038100004E0,4.393999875E-1,1.612492779E0
4.549690073E1,-1.079100013E0,-1.001500010E0,6.719999760E-2,1.473762175E0
4.550690073E1,-9.666999578E-1,-7.196999788E-1,-2.052999884E-1,1.222548548E0
4.551692730E1,-8.052999973E-1,-3.682000041E-1,-3.603000045E-1,9.559787769E-1
4.552690073E1,-6.435999870E-1,6.430000067E-2,-3.985999823E-1,7.597613963E-1
4.553690073E1,-3.537999988E-1,4.023999870E-1,-3.210999966E-1,6.246642270E-1
4.554690073E1,5.399999674E-3,6.068999767E-1,-1.184999943E-1,6.183841770E-1
4.555690073E1,3.164999783E-1,6.376999617E-1,1.797999889E-1,7.342761833E-1
4.556690073E1,5.595999956E-1,5.515999794E-1,4.274999797E-1,8.945227359E-1
4.557690073E1,7.346000075E-1,3.563999832E-1,5.371999741E-1,9.773647892E-1
4.558690073E1,9.097999930E-1,1.485999972E-1,5.683000088E-1,1.082951008E0
4.559690073E1,9.677999616E-1,2.539999969E-2,5.792999864E-1,1.128215582E0
4.560690073E1,1.026399970E0,-8.159999549E-2,6.090999842E-1,1.196310264E0
4.561690073E1,9.680999517E-1,-1.238999963E-1,6.378999949E-1,1.165969609E0
4.562690073E1,8.416000009E-1,-1.208999977E-1,5.974000096E-1,1.039131437E0
4.563690073E1,6.078000069E-1,-3.209999949E-2,4.678999782E-1,7.677119563E-1
4.564690073E1,3.542000055E-1,1.147999987E-1,2.703000009E-1,4.601073506E-1
4.565690073E1,1.388999969E-1,1.946999878E-1,-1.370000001E-2,2.395599807E-1
4.566690073E1,5.900000036E-2,1.696999967E-1,-3.234999776E-1,3.700423279E-1
4.567690073E1,1.659999974E-2,-9.200000204E-3,-5.612999797E-1,5.616207503E-1
4.568690073E1,-2.699999884E-2,-3.716000021E-1,-7.967000008E-1,8.795148962E-1
4.569690073E1,-5.219999701E-2,-8.495999575E-1,-9.807999730E-1,1.298658352E0
4.570690073E1,1.939999871E-2,-1.336699963E0,-1.044799924E0,1.696687959E0
4.571690073E1,9.019999951E-2,-1.657599926E0,-1.008499980E0,1.942381467E0
4.572690073E1,2.096000016E-1,-1.705199957E0,-9.514999986E-1,1.963922427E0
4.573690073E1,2.894999981E-1,-1.500100017E0,-7.953000069E-1,1.722385674E0
4.574690073E1,4.378999770E-1,-1.042599916E0,-5.794000030E-1,1.270620061E0
4.575690073E1,5.564999580E-1,-6.566999555E-1,-4.305999875E-1,9.624777317E-1
4.576690073E1,6.942999959E-1,-2.236999869E-1,-3.587999940E-1,8.129154963E-1
4.577690073E1,7.040999532E-1,1.491999924E-1,-3.836999834E-1,8.156243370E-1
4.578690073E1,5.672000051E-1,3.555999994E-1,-4.483999908E-1,8.057479488E-1
4.579690073E1,3.621000051E-1,4.361999929E-1,-5.339999795E-1,7.788085937E-1
4.580690073E1,1.379999965E-1,3.131999969E-1,-6.015999913E-1,6.921421723E-1
4.581690073E1,-7.100000046E-3,7.469999790E-2,-6.410999894E-1,6.454763327E-1
4.582690073E1,-4.419999942E-2,-2.400999963E-1,-6.715999842E-1,7.145965204E-1
4.583690073E1,5.579999834E-2,-5.142999887E-1,-6.725999713E-1,8.485333462E-1
4.584690073E1,2.441999912E-1,-7.382999659E-1,-7.129999995E-1,1.055030556E0
4.585690073E1,4.815999866E-1,-8.246999979E-1,-8.022999763E-1,1.247298635E0
4.586690073E1,7.094999552E-1,-7.746999860E-1,-8.626999855E-1,1.359338633E0
4.587690073E1,8.398000002E-1,-6.182999611E-1,-8.259999752E-1,1.330351398E0
4.588690073E1,9.807999730E-1,-3.364000022E-1,-7.515999675E-1,1.280638926E0
4.589690073E1,1.024799943E0,-3.629999980E-2,-6.794999838E-1,1.230143423E0
4.590690073E1,1.001199961E0,2.430999875E-1,-5.705999732E-1,1.177745004E0
4.591690073E1,8.809999824E-1,4.240999818E-1,-4.848999977E-1,1.091398081E0
4.592690073E1,7.324000001E-1,4.874999821E-1,-4.406999946E-1,9.840134541E-1
4.593690073E1,5.746999979E-1,5.223999619E-1,-4.673999846E-1,9.064461117E-1
4.594690073E1,5.056999922E-1,5.095999837E-1,-5.148999691E-1,8.834854858E-1
4.595690073E1,5.446999669E-1,4.982999861E-1,-5.633000135E-1,9.286053173E-1
4.596690073E1,5.837999582E-1,3.804999888E-1,-6.412000060E-1,9.469636109E-1
4.597690073E1,5.835999846E-1,2.242999971E-1,-7.290999889E-1,9.604614644E-1
4.598690073E1,5.928999782E-1,4.869999737E-2,-8.259999752E-1,1.017928304E0
4.599690073E1,5.428000093E-1,-1.168999970E-1,-8.727999926E-1,1.034445400E0
4.600690073E1,4.826999903E-1,-2.525999844E-1,-8.403999805E-1,1.001537897E0
4.601690073E1,4.809999764E-1,-3.589999974E-1,-7.971999645E-1,9.978826378E-1
4.602690073E1,5.964999795E-1,-4.457999766E-1,-6.351000071E-1,9.787246107E-1
4.603690073E1,7.020999789E-1,-5.126999617E-1,-5.217999816E-1,1.013943219E0
4.604690073E1,9.746999741E-1,-5.496999621E-1,-4.190999866E-1,1.194928821E0
4.605690073E1,1.130200028E0,-5.162999630E-1,-2.593999803E-1,1.269332937E0
4.606690073E1,1.188799977E0,-4.117999971E-1,-2.404999882E-1,1.280884409E0
4.607690073E1,9.932999611E-1,-2.847999930E-1,-4.202999771E-1,1.115530331E0
4.608690073E1,6.721999645E-1,-1.342999935E-1,-4.194999933E-1,8.036600805E-1
4.609690073E1,1.959999949E-1,-1.099999994E-3,-2.760999799E-1,3.385977065E-1
4.610690073E1,-2.395999879E-1,-4.189999774E-2,-2.850000001E-2,2.449000082E-1
4.611690073E1,-5.667999983E-1,-2.278999984E-1,1.287999898E-1,6.243317105E-1
4.612690073E1,-7.174999714E-1,-4.518999755E-1,2.082999945E-1,8.731601712E-1
4.613690073E1,-7.610999942E-1,-5.884000063E-1,2.307999879E-1,9.893211829E-1
4.614690073E1,-6.872999668E-1,-6.283999681E-1,2.252999991E-1,9.581377009E-1
4.615690073E1,-6.236999631E-1,-5.627999902E-1,1.521999985E-1,8.537624450E-1
4.616690073E1,-5.209999681E-1,-4.898999929E-1,6.059999764E-2,7.177153541E-1
