"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.096900733E0,9.269999713E-2,9.810999632E-1,1.645499945E0,1.918025155E0
2.106900733E0,-8.870999813E-1,9.735999703E-1,1.414099932E0,1.932491111E0
2.116900733E0,-1.541000009E0,1.215600014E0,1.549499989E0,2.500662839E0
2.126900733E0,-1.777199984E0,1.320400000E0,1.876599908E0,2.902330642E0
2.136900733E0,-1.710299969E0,1.146499991E0,2.111799955E0,2.949455418E0
2.146900733E0,-1.449399948E0,8.647999763E-1,1.976699948E0,2.599227173E0
2.156900733E0,-1.135399938E0,6.482999921E-1,1.389599919E0,1.907986854E0
2.166903858E0,-5.861999989E-1,6.328999996E-1,4.343999922E-1,9.658655193E-1
2.176900733E0,-2.520999908E-1,7.570999861E-1,4.429999739E-2,7.991979004E-1
2.186900733E0,1.237999946E-1,8.941999674E-1,-1.851999909E-1,9.215308226E-1
2.196900733E0,3.228999972E-1,8.526999950E-1,-9.820000082E-2,9.170632093E-1
2.206900733E0,1.832000017E-1,6.814000010E-1,1.444000006E-1,7.202218840E-1
2.216900733E0,-2.005999982E-1,5.055999756E-1,4.505999982E-1,7.063370676E-1
2.226900733E0,-7.703999877E-1,5.309000015E-1,7.041999698E-1,1.171011763E0
2.236900733E0,-1.164899945E0,6.110000014E-1,8.075000048E-1,1.543492514E0
2.246900733E0,-1.169999957E0,5.989999771E-1,8.106999993E-1,1.544323593E0
2.256900733E0,-9.009000063E-1,4.916999936E-1,7.626000047E-1,1.278651036E0
2.266900733E0,-4.663999975E-1,4.228999913E-1,8.732999563E-1,1.076580779E0
2.276900733E0,7.829999924E-2,4.406999946E-1,1.208799958E0,1.289009199E0
2.286900733E0,5.292999744E-1,4.262000024E-1,1.680299997E0,1.812515651E0
2.296900733E0,6.841999888E-1,2.780999839E-1,2.139799833E0,2.263672360E0
2.306900733E0,2.540999949E-1,9.899999946E-2,2.389499903E0,2.405010934E0
2.316900733E0,-5.051999688E-1,1.009999961E-1,2.323600054E0,2.380030508E0
2.326900733E0,-1.327199936E0,2.654999793E-1,1.978599906E0,2.397249986E0
2.336900733E0,-1.644599915E0,3.100999892E-1,1.728999972E0,2.406306669E0
2.346900733E0,-1.818699956E0,3.398000002E-1,1.409099936E0,2.325660380E0
2.356900733E0,-1.786999941E0,3.005999923E-1,9.917999506E-1,2.065767723E0
2.366900733E0,-1.617499948E0,1.636999995E-1,4.857999980E-1,1.696792683E0
2.376900733E0,-1.390299916E0,8.720000088E-2,1.471000016E-1,1.400776966E0
2.386900733E0,-1.003799915E0,-4.339999706E-2,8.709999919E-2,1.008505944E0
2.396900733E0,-5.342999697E-1,-2.240999937E-1,3.587999940E-1,6.814944611E-1
2.406900733E0,-1.915999949E-1,-3.974999785E-1,7.411999702E-1,8.626089420E-1
2.416900733E0,-7.509999722E-2,-5.873999596E-1,1.131099939E0,1.276740300E0
2.426900733E0,-2.113999873E-1,-8.283999562E-1,1.441399932E0,1.675878935E0
2.436900733E0,-3.797999918E-1,-9.869999886E-1,1.592299938E0,1.911501008E0
2.446900733E0,-4.895999730E-1,-9.666000009E-1,1.582599998E0,1.917979783E0
2.456900733E0,-5.462999940E-1,-8.259999752E-1,1.378799915E0,1.697589128E0
2.466900733E0,-3.892999887E-1,-7.138999701E-1,1.057600021E0,1.334063512E0
2.476900733E0,-4.919999838E-2,-6.503999829E-1,6.107000113E-1,8.935296757E-1
2.486900733E0,2.368000001E-1,-6.269999743E-1,1.159999985E-2,6.703266127E-1
2.496900733E0,2.313999981E-1,-6.958999634E-1,-9.705999494E-1,1.216506054E0
2.506900733E0,1.203999966E-1,-7.400999665E-1,-1.486899972E0,1.665267440E0
2.516900733E0,-7.639999688E-2,-6.234999895E-1,-2.019399881E0,2.114843984E0
2.526900733E0,-1.076999977E-1,-3.148999810E-1,-2.299700022E0,2.323656919E0
2.536900733E0,7.750000060E-2,-4.250000045E-2,-2.268699884E0,2.270421033E0
2.546900733E0,2.891999781E-1,7.829999924E-2,-2.052999973E0,2.074747312E0
2.556900733E0,4.587000012E-1,6.599999964E-3,-1.729999900E0,1.789790185E0
2.566900733E0,5.789999962E-1,-4.600000009E-2,-1.474999905E0,1.585238693E0
2.576900733E0,5.766999722E-1,9.209999442E-2,-1.239399910E0,1.370101238E0
2.586900733E0,6.132000089E-1,4.666000009E-1,-1.141499996E0,1.377226217E0
2.596900733E0,7.684999704E-1,7.712999582E-1,-1.112200022E0,1.556433332E0
2.606900733E0,9.742999673E-1,9.075999856E-1,-1.131799936E0,1.747560945E0
2.616900733E0,1.170300007E0,9.348999858E-1,-1.189499974E0,1.912733719E0
2.626900733E0,1.177500010E0,8.640999794E-1,-1.303699970E0,1.957756026E0
2.636900733E0,1.111999989E0,7.843999863E-1,-1.375800014E0,1.935110589E0
2.646900733E0,1.059000015E0,8.051999807E-1,-1.473299980E0,1.985054375E0
2.656905420E0,9.369999766E-1,1.074999928E0,-1.496399999E0,2.067076863E0
2.666900733E0,7.903999686E-1,1.232599974E0,-1.577700019E0,2.152480466E0
2.676900733E0,5.428000093E-1,1.432799935E0,-1.708599925E0,2.294964315E0
2.686900733E0,3.079999983E-1,1.695699930E0,-1.708400011E0,2.426704113E0
2.696900733E0,1.114999950E-1,1.954299927E0,-1.398599982E0,2.405785186E0
2.706900733E0,-2.579999901E-2,2.004999876E0,-8.909999728E-1,2.194213092E0
2.716900733E0,-1.094999984E-1,1.758099914E0,-3.357999921E-1,1.793228148E0
2.726900733E0,-3.181000054E-1,1.492299914E0,-1.999999949E-4,1.525826559E0
2.736900733E0,-5.252000093E-1,1.272300005E0,4.329999909E-2,1.377119182E0
2.746900733E0,-4.314000010E-1,1.284600019E0,-2.092999965E-1,1.371170908E0
2.756900733E0,-2.048999965E-1,1.550300002E0,-6.495000124E-1,1.693299847E0
2.766900733E0,-9.089999646E-2,1.942399979E0,-9.637999535E-1,2.170274369E0
2.776900733E0,-1.565999985E-1,2.333299875E0,-1.095099926E0,2.582257872E0
2.786900733E0,-3.194999993E-1,2.702800035E0,-1.115399957E0,2.941313541E0
2.796900733E0,-5.241000056E-1,2.865499973E0,-1.070699930E0,3.103573626E0
2.806900733E0,-9.564999938E-1,2.850299835E0,-1.048399925E0,3.184060896E0
2.816900733E0,-1.518899918E0,2.745299816E0,-1.096599936E0,3.323591350E0
2.826900733E0,-2.209100008E0,2.583899975E0,-1.245700002E0,3.620556645E0
2.836900733E0,-2.634699821E0,2.672699928E0,-1.308699965E0,3.974627486E0
2.846900733E0,-2.784799814E0,2.999199867E0,-1.288200021E0,4.290660688E0
2.856900733E0,-2.322499990E0,3.414399862E0,-8.658999801E-1,4.219231613E0
2.866900733E0,-1.592599988E0,3.549099922E0,-9.250000119E-2,3.891149089E0
2.876900733E0,-1.117599964E0,3.065399885E0,7.380999923E-1,3.345220132E0
2.886900733E0,-1.085299969E0,2.129199982E0,1.523800015E0,2.834313863E0
2.896900733E0,-1.335999966E0,1.162199974E0,1.969299912E0,2.648347944E0
2.906900733E0,-1.940199971E0,3.728999794E-1,1.767499924E0,2.650940645E0
2.916900733E0,-2.646199942E0,6.529999524E-2,9.958999753E-1,2.828153988E0
2.926900733E0,-2.875900030E0,4.068000019E-1,-4.270000011E-2,2.904842597E0
2.936900733E0,-2.417799950E0,1.157199979E0,-8.680999875E-1,2.817528345E0
2.946900733E0,-1.756899953E0,1.629899979E0,-1.324899912E0,2.738362862E0
2.956900733E0,-1.555199981E0,1.467700005E0,-1.445299983E0,2.581023503E0
2.966900733E0,-1.854900002E0,1.124599934E0,-9.745999575E-1,2.378071510E0
2.976900733E0,-1.909399986E0,6.474999785E-1,1.309999973E-1,2.020451813E0
2.986900733E0,-1.339599967E0,-1.721999943E-1,1.751699924E0,2.211929821E0
2.996900733E0,-9.948999882E-1,-6.266999841E-1,2.403599977E0,2.675793660E0
3.006900733E0,-1.098299980E0,-1.139400005E0,2.737599850E0,3.162111345E0
3.016900733E0,-1.714199901E0,-1.271999955E0,2.619199991E0,3.378856875E0
3.026900733E0,-1.876299977E0,-1.140499949E0,2.033699989E0,2.992854388E0
3.036900733E0,-1.355499983E0,-9.686999917E-1,1.034500003E0,1.961109414E0
3.046900733E0,-7.328000069E-1,-9.634999633E-1,-1.399999950E-2,1.210588299E0
3.056900733E0,-2.829999924E-1,-9.955999851E-1,-3.052999973E-1,1.079127617E0
3.066900733E0,1.618999988E-1,-8.640999794E-1,6.442999840E-1,1.089955436E0
3.076900733E0,3.693999946E-1,-1.034500003E0,2.397699833E0,2.637349256E0
3.086903858E0,-1.960000023E-2,-1.651999950E0,4.185899734E0,4.500138285E0
3.096900733E0,-9.389999509E-2,-2.203699827E0,5.274699688E0,5.717304167E0
3.106900733E0,8.294000030E-1,-2.183899879E0,5.225399971E0,5.723821093E0
3.116900733E0,2.190199852E0,-1.635800004E0,4.289499760E0,5.086514055E0
3.126900733E0,3.145499945E0,-1.332700014E0,2.723199844E0,4.368761452E0
3.136900733E0,3.274499893E0,-1.316299915E0,9.276999831E-1,3.649057724E0
3.146900733E0,1.964699984E0,-1.248199940E0,-7.820999622E-1,2.455550746E0
3.156900733E0,9.512999654E-1,-9.560999870E-1,-1.090899944E0,1.734693488E0
3.166911670E0,4.600000102E-3,2.039999887E-2,-2.899000049E-1,2.906532862E-1
3.176900733E0,3.723999858E-1,6.595000029E-1,1.821599960E0,1.972776829E0
3.186900733E0,1.329999924E0,-2.345999926E-1,3.432699919E0,3.688816299E0
3.196900733E0,1.545699954E0,-1.527599931E0,3.396299839E0,4.032071737E0
