"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.626861479E1,-3.834999800E-1,-5.557000041E-1,4.195999801E-1,7.949458299E-1
1.627861479E1,-9.989999980E-2,-7.066999674E-1,2.457999885E-1,7.548658743E-1
1.628861479E1,3.305999935E-1,-7.845999599E-1,2.793000042E-1,8.960479591E-1
1.629861479E1,2.313999981E-1,-7.468999624E-1,-4.979999736E-2,7.835084892E-1
1.630861479E1,1.421999931E-1,-8.307999969E-1,-2.283999920E-1,8.732788954E-1
1.631861479E1,4.845999777E-1,-8.307999969E-1,-8.139999956E-2,9.652418003E-1
1.632861479E1,5.814999938E-1,-8.912999630E-1,-1.409000009E-1,1.073503925E0
1.633861479E1,6.003000140E-1,-1.167799950E0,-2.081999928E-1,1.329460066E0
1.634861479E1,2.672999799E-1,-1.394400001E0,-2.001999915E-1,1.433834257E0
1.635861479E1,1.019999981E-1,-1.512300014E0,-3.141999841E-1,1.547958967E0
1.636861479E1,3.980999887E-1,-1.620999932E0,-1.017999947E-1,1.672270200E0
1.637861479E1,-1.587999910E-1,-1.491699934E0,-2.918999791E-1,1.528264286E0
1.638861479E1,-6.161000133E-1,-1.313399911E0,-4.043000042E-1,1.506006987E0
1.639861479E1,-8.292999864E-1,-1.131699920E0,-5.726999640E-1,1.515410316E0
1.640861479E1,-9.924999475E-1,-8.634999990E-1,-7.542999983E-1,1.516461962E0
1.641861479E1,-1.116500020E0,-5.087999701E-1,-9.048999548E-1,1.524563424E0
1.642861479E1,-1.064000010E0,-9.809999913E-2,-1.073099971E0,1.514352396E0
1.643861479E1,-9.821999669E-1,2.403999865E-1,-1.140999913E0,1.524594940E0
1.644861479E1,-8.906999826E-1,3.606999815E-1,-1.138599992E0,1.489919755E0
1.645861479E1,-7.895999551E-1,4.897999763E-1,-1.076900005E0,1.422352181E0
1.646861479E1,-6.398000121E-1,5.995000005E-1,-9.874999523E-1,1.320568234E0
1.647861479E1,-5.196999907E-1,4.557999969E-1,-8.025999665E-1,1.059248990E0
1.648861479E1,-5.566999912E-1,1.674000025E-1,-6.297000051E-1,8.570062645E-1
1.649861479E1,-4.174999893E-1,-2.463999987E-1,-3.612999916E-1,6.046130038E-1
1.650861479E1,-2.689000070E-1,-7.475999594E-1,-1.163999960E-1,8.029706546E-1
1.651861479E1,-2.579999864E-1,-1.122599959E0,1.074999943E-1,1.156871173E0
1.652861323E1,-1.303000003E-1,-1.276399970E0,3.975999951E-1,1.343227728E0
1.653861479E1,-8.219999820E-2,-1.230700016E0,7.730999589E-1,1.455700146E0
1.654861479E1,-1.241999939E-1,-7.659999728E-1,1.167099953E0,1.401536263E0
1.655861479E1,-1.367999911E-1,-3.942999840E-1,1.272099972E0,1.338814794E0
1.656861479E1,-4.153999984E-1,1.242999956E-1,1.270099998E0,1.342073639E0
1.657861479E1,-6.945999861E-1,5.339999795E-1,1.384299994E0,1.638264811E0
1.658861479E1,-1.072099924E0,7.781999707E-1,1.329499960E0,1.876849377E0
1.659861479E1,-1.430299997E0,8.772000074E-1,1.203899980E0,2.065093968E0
1.660861479E1,-1.514299989E0,7.626999617E-1,1.092899919E0,2.017237200E0
1.661861479E1,-1.059599996E0,4.550999999E-1,1.082299948E0,1.581531327E0
1.662861479E1,-7.131999731E-1,2.506999969E-1,1.220099926E0,1.435321748E0
1.663861479E1,-2.003999949E-1,1.213999987E-1,1.202700019E0,1.225310350E0
1.664861479E1,2.730999887E-1,2.016000003E-1,1.103799939E0,1.154816206E0
1.665861479E1,6.679999828E-1,3.714999855E-1,1.198599935E0,1.421575893E0
1.666861479E1,1.092399955E0,4.048999846E-1,9.024999738E-1,1.473698701E0
1.667861479E1,1.516899943E0,2.009999901E-1,8.643999696E-1,1.757433851E0
1.668861479E1,1.225899935E0,1.453000009E-1,2.694999874E-1,1.263555691E0
1.669861479E1,9.650999904E-1,8.009999990E-2,3.299999982E-3,9.684239213E-1
1.670861479E1,6.843999624E-1,-8.280000091E-2,-9.699999541E-2,6.961811171E-1
1.671861323E1,3.822999895E-1,-2.683999836E-1,-2.549000084E-1,5.321332986E-1
1.672861479E1,3.464999795E-1,-3.105999827E-1,-3.097999990E-1,5.590264971E-1
1.673861479E1,3.474999964E-1,-1.995999962E-1,-4.259999841E-2,4.030026872E-1
1.674861479E1,3.471999764E-1,-7.059999555E-2,2.594999969E-1,4.391724393E-1
1.675861479E1,2.387999892E-1,8.799999952E-2,4.436999857E-1,5.115067078E-1
1.676861479E1,2.974999845E-1,1.797000021E-1,6.980999708E-1,7.798345342E-1
1.677861479E1,1.210999936E-1,3.200999796E-1,2.392999977E-1,4.176047106E-1
1.678861479E1,-1.815000027E-1,3.222000003E-1,2.795999944E-1,4.636067817E-1
1.679861479E1,-4.536999762E-1,2.854000032E-1,3.157999814E-1,6.221145059E-1
1.680861479E1,-8.525999784E-1,2.193999887E-1,2.185999900E-1,9.071102656E-1
1.681861479E1,-9.864999652E-1,1.351999938E-1,2.495999932E-1,1.026528800E0
1.682861479E1,-1.160099983E0,-7.799999788E-3,4.452999830E-1,1.242652359E0
1.683861479E1,-1.343599916E0,-2.087999880E-1,5.417999625E-1,1.463695791E0
1.684861323E1,-1.361199975E0,-5.264999866E-1,6.435999870E-1,1.595082616E0
1.685861479E1,-1.203099966E0,-6.969999671E-1,8.590999842E-1,1.634414655E0
1.686861479E1,-8.596999645E-1,-7.012999654E-1,8.062999845E-1,1.371504770E0
1.687861479E1,-4.602999985E-1,-3.673000038E-1,7.552999854E-1,9.577387166E-1
1.688861479E1,-1.748999953E-1,-1.565999985E-1,6.204000115E-1,6.633323015E-1
1.689861479E1,3.437999785E-1,1.569999903E-1,4.422999918E-1,5.817875084E-1
1.690861479E1,6.274999976E-1,4.891999960E-1,2.078999877E-1,8.223717456E-1
1.691861479E1,6.661999822E-1,7.917999625E-1,2.429999970E-2,1.035065257E0
1.692861479E1,7.742999792E-1,1.035300016E0,-1.058999971E-1,1.297151260E0
1.693861479E1,7.368999720E-1,1.132799983E0,-2.005999982E-1,1.366198276E0
1.694861479E1,2.698000073E-1,1.024999976E0,-4.838999808E-1,1.165150714E0
1.695861479E1,0.000000000E0,9.560999870E-1,-4.380999804E-1,1.051693291E0
1.696861479E1,6.419999897E-2,7.500999570E-1,-7.134000063E-1,1.037164960E0
1.697861479E1,-3.712999821E-1,6.517999768E-1,-1.006399989E0,1.255208279E0
1.698861479E1,-8.457999825E-1,4.942999780E-1,-7.680999637E-1,1.244864504E0
1.699861479E1,-8.606999516E-1,4.139999747E-1,-6.024999619E-1,1.129250455E0
1.700861479E1,-4.260999858E-1,4.790000021E-1,-5.496000051E-1,8.444302018E-1
1.701861479E1,-2.276999950E-1,7.015999556E-1,-2.163999975E-1,7.687123937E-1
1.702861323E1,2.950000018E-2,1.001899958E0,-2.842999995E-1,1.041873440E0
1.703861323E1,1.993999928E-1,1.214999914E0,-1.917999983E-1,1.246102880E0
1.704861479E1,3.784999847E-1,1.393399954E0,-3.515000045E-1,1.486061211E0
1.705861479E1,2.375999987E-1,1.318300009E0,-4.481999874E-1,1.412533858E0
1.706861323E1,3.992999792E-1,1.153599977E0,-3.534999788E-1,1.270903465E0
1.707861323E1,1.893000007E-1,7.641999722E-1,-1.476999968E-1,8.010314455E-1
1.708861479E1,2.236999869E-1,4.637999833E-1,-1.379999984E-2,5.151141122E-1
1.709861479E1,1.017000005E-1,3.987999856E-1,3.329999745E-2,4.129082325E-1
1.710861479E1,3.908999860E-1,4.305999875E-1,1.399999950E-3,5.815678020E-1
1.711861479E1,1.902000010E-1,7.148999572E-1,-1.246999949E-1,7.502053571E-1
1.712861479E1,3.907999992E-1,7.735999823E-1,-6.679999828E-2,8.692777529E-1
1.713861479E1,1.999000013E-1,1.026999950E0,5.439999700E-2,1.047687104E0
1.714861323E1,6.049000025E-1,1.122499943E0,4.513999820E-1,1.352653717E0
1.715861479E1,7.763999701E-1,1.135800004E0,5.167999864E-1,1.469666897E0
1.716861479E1,3.896999955E-1,1.100499988E0,8.890999556E-1,1.467468923E0
1.717861479E1,7.773000002E-1,9.368000031E-1,7.899000049E-1,1.451113901E0
1.718861479E1,8.518999815E-1,6.128999591E-1,5.018000007E-1,1.163264019E0
1.719861479E1,4.373999834E-1,3.506000042E-1,5.685999990E-1,7.984641928E-1
1.720861479E1,8.356999755E-1,1.649999991E-2,5.370000005E-1,9.934967033E-1
1.721861479E1,7.360000014E-1,-5.719999969E-2,3.999999762E-1,8.396236198E-1
1.722861479E1,4.889999926E-1,-3.579999879E-2,5.112000108E-1,7.083276669E-1
1.723861479E1,2.919999957E-1,-5.480000004E-2,4.023999870E-1,5.001927499E-1
1.724861479E1,6.338999867E-1,-8.529999852E-2,1.272999942E-1,6.521583945E-1
1.725861479E1,1.549999975E-2,3.249999881E-1,-2.514999807E-1,4.112389604E-1
1.726861479E1,2.999999821E-1,4.996999800E-1,-1.653999984E-1,6.058524728E-1
1.727861479E1,4.359999895E-1,6.808999777E-1,-2.278999984E-1,8.400352253E-1
1.728861479E1,6.401999593E-1,6.844999790E-1,-4.180999994E-1,1.026257189E0
1.729861479E1,7.960000038E-1,4.441999793E-1,-2.234999985E-1,9.385530763E-1
1.730861479E1,6.000999808E-1,2.854999900E-1,-1.052000001E-1,6.728278170E-1
1.731861479E1,2.779999971E-1,8.209999651E-2,2.689000070E-1,3.953879381E-1
1.732861479E1,3.968999982E-1,-2.093999982E-1,8.309999853E-2,4.563809566E-1
1.733861479E1,3.394999802E-1,-2.739000022E-1,1.127000004E-1,4.505360561E-1
1.734861479E1,1.850000024E-1,4.600000009E-2,-2.867999971E-1,3.443765951E-1
1.735861479E1,-2.233999968E-1,6.608999968E-1,-8.488000035E-1,1.098707336E0
1.736861479E1,-3.772999942E-1,1.090199947E0,-7.652999759E-1,1.384404299E0
1.737861479E1,-4.835999906E-1,1.184800029E0,-3.979999945E-2,1.280314063E0
1.738861479E1,-2.777999938E-1,1.040599942E0,4.018999934E-1,1.149584569E0
1.739861479E1,-2.089999914E-1,8.385999799E-1,4.515999854E-1,9.751274119E-1
1.740861479E1,-9.079999477E-2,6.776999831E-1,3.138999939E-1,7.523663418E-1
1.741861479E1,3.010999858E-1,5.647000074E-1,2.125999928E-1,6.743486167E-1
1.742861479E1,6.240999699E-1,3.146999776E-1,2.272000015E-1,7.349535284E-1
1.743861479E1,6.730999947E-1,6.689999998E-2,4.572999775E-1,8.164940185E-1
1.744861479E1,4.879999757E-1,9.679999948E-2,6.686999798E-1,8.334709828E-1
1.745861479E1,2.645999789E-1,3.152999878E-1,5.877999663E-1,7.175904344E-1
1.746861479E1,1.105999947E-1,5.540999770E-1,5.388000011E-1,7.807461717E-1
1.747861479E1,-2.194999903E-1,8.222999573E-1,1.093999967E-1,8.580942983E-1
1.748861479E1,-4.320999980E-1,8.450999856E-1,-1.331000030E-1,9.584466624E-1
1.749861479E1,-5.177999735E-1,6.125000119E-1,-3.539999947E-2,8.028239141E-1
1.750861479E1,-3.292999864E-1,3.409999907E-1,1.019999944E-2,4.741555807E-1
1.751861479E1,-5.309999734E-2,4.019999877E-2,1.704999954E-1,1.830461637E-1
1.752861479E1,3.206999898E-1,-2.115999907E-1,4.571999907E-1,5.972058867E-1
1.753861792E1,7.734000087E-1,-3.646999896E-1,6.751999855E-1,1.089517635E0
1.754861479E1,8.244000077E-1,-2.236000001E-1,3.364999890E-1,9.180765629E-1
1.755861479E1,6.220999956E-1,9.659999609E-2,-1.446999907E-1,6.459706271E-1
1.756861323E1,3.419999778E-1,4.572999775E-1,-2.703999877E-1,6.318254566E-1
1.757861323E1,1.208999977E-1,6.701999903E-1,-4.429999888E-1,8.124246589E-1
1.758861479E1,-8.020000160E-2,8.343999982E-1,-3.010999858E-1,8.906832202E-1
1.759861479E1,-2.228000015E-1,8.211999536E-1,6.689999998E-2,8.535132186E-1
1.760861323E1,-3.265999854E-1,6.597999930E-1,4.248999953E-1,8.500256392E-1
1.761861479E1,-3.032000065E-1,5.177999735E-1,8.891999722E-1,1.072717879E0
1.762861479E1,-2.409999967E-1,4.539999962E-1,9.205999970E-1,1.054372491E0
1.763861479E1,-2.866999805E-1,3.215000033E-1,7.166000009E-1,8.361068665E-1
1.764861479E1,-2.247999907E-1,6.079999730E-2,6.983000040E-1,7.361077170E-1
1.765861479E1,-1.730999947E-1,-1.903999895E-1,7.078999877E-1,7.532185319E-1
1.766861479E1,-1.359999925E-2,-3.427000046E-1,8.140999675E-1,8.833951608E-1
1.767861479E1,2.730999887E-1,-4.267999828E-1,7.132999897E-1,8.749506869E-1
1.768861479E1,-6.719999760E-2,-2.752999961E-1,4.873999953E-1,5.637948944E-1
1.769861479E1,-2.013999969E-1,-5.669999868E-2,2.667999864E-1,3.390561625E-1
1.770861479E1,-4.056999981E-1,-5.709999800E-2,2.874000072E-1,5.004514586E-1
1.771861479E1,-6.589999795E-1,1.486999989E-1,2.002999932E-1,7.046366084E-1
1.772861479E1,-6.970999837E-1,7.675999999E-1,-2.061000019E-1,1.057182746E0
1.773861323E1,-6.861999631E-1,1.417599916E0,-2.041999996E-1,1.588130206E0
1.774861479E1,-5.582000017E-1,1.715899944E0,-1.400000006E-1,1.809834208E0
1.775861479E1,-2.734999955E-1,1.761899948E0,2.529999986E-2,1.783180800E0
1.776861479E1,1.579999924E-1,1.301699996E0,3.792999983E-1,1.365011123E0
1.777861479E1,5.997999907E-1,4.824999869E-1,7.871999741E-1,1.101022282E0
1.778861323E1,9.535999894E-1,-3.155999780E-1,1.048300028E0,1.451857167E0
1.779861479E1,1.229099989E0,-9.386999607E-1,1.293299913E0,2.016052843E0
1.780861323E1,1.259599924E0,-1.298499942E0,1.503000021E0,2.351957298E0
1.781861323E1,9.867999554E-1,-1.374099970E0,1.639099956E0,2.355541030E0
1.782861479E1,4.210000038E-1,-1.106199980E0,1.664600015E0,2.042501556E0
1.783861479E1,-1.241999939E-1,-7.712000012E-1,1.384199977E0,1.589397577E0
1.784861479E1,-7.278999686E-1,-4.091999829E-1,8.260999918E-1,1.174616613E0
1.785861479E1,-1.291899920E0,1.366000026E-1,1.473999918E-1,1.307437081E0
1.786861323E1,-1.515499949E0,4.800999761E-1,-1.254999936E-1,1.594674366E0
1.787861479E1,-1.572999954E0,8.506000042E-1,-3.486999869E-1,1.821933287E0
1.788861479E1,-1.318499923E0,9.335999489E-1,-3.522000015E-1,1.653510131E0
1.789861479E1,-8.791999817E-1,8.481999636E-1,-3.035999835E-1,1.258812431E0
1.790861479E1,-5.191999674E-1,8.113999963E-1,-3.671000004E-1,1.030873887E0
1.791861323E1,-2.181999981E-1,7.655999660E-1,-4.522999823E-1,9.156035284E-1
1.792861479E1,1.123999953E-1,5.649999976E-1,-4.125999808E-1,7.085883858E-1
1.793861479E1,3.350999951E-1,3.082999885E-1,-1.127999946E-1,4.691105717E-1
1.794861479E1,4.799000025E-1,1.040999964E-1,3.993999958E-1,6.329780235E-1
1.795861479E1,5.763999820E-1,4.919999838E-2,7.168999910E-1,9.211966002E-1
1.796861323E1,6.737999916E-1,1.525999904E-1,7.037000060E-1,9.861474962E-1
1.797861323E1,5.465999842E-1,3.643999994E-1,4.016000032E-1,7.699619892E-1
1.798861323E1,2.443999946E-1,5.963000059E-1,-1.180999950E-1,6.551737657E-1
1.799861479E1,-1.353999972E-1,4.856999815E-1,-4.869000018E-1,7.009345497E-1
1.800861479E1,-4.757999778E-1,4.279999807E-2,-4.348999858E-1,6.460305382E-1
1.801861479E1,-6.793000102E-1,-5.264999866E-1,-9.229999781E-2,8.643899753E-1
1.802861479E1,-6.769999862E-1,-9.555999637E-1,2.736999989E-1,1.202668683E0
1.803861479E1,-5.388000011E-1,-9.964999557E-1,4.129000008E-1,1.205737954E0
1.804861479E1,-2.536999881E-1,-8.596000075E-1,4.998999834E-1,1.026243563E0
1.805861479E1,6.989999861E-2,-4.101999998E-1,4.188999832E-1,5.904466492E-1
1.806861479E1,3.343999982E-1,1.167999953E-1,3.276000023E-1,4.824804236E-1
1.807861479E1,4.518999755E-1,5.166999698E-1,3.343999982E-1,7.635547167E-1
1.808861479E1,3.443000019E-1,5.735999942E-1,3.822999895E-1,7.705275638E-1
1.809861479E1,1.486999989E-1,2.777000070E-1,6.572999954E-1,7.288842621E-1
1.810861479E1,-6.629999727E-2,-2.245999873E-1,8.750999570E-1,9.058922555E-1
1.811861479E1,-3.889999986E-1,-6.590999961E-1,8.504999876E-1,1.144152102E0
1.812861479E1,-5.842999816E-1,-9.281999469E-1,6.706999540E-1,1.285612709E0
1.813861479E1,-6.132999659E-1,-8.754999638E-1,4.122000039E-1,1.145663946E0
1.814861479E1,-4.666999876E-1,-6.481999755E-1,3.287999928E-1,8.637601067E-1
1.815861479E1,-3.105999827E-1,-4.819999933E-1,2.170999944E-1,6.131302883E-1
1.816861323E1,-1.354999989E-1,-4.057999849E-1,1.440999955E-1,4.514406785E-1
1.817861479E1,-5.869999900E-2,-3.206999898E-1,7.079999894E-2,3.336267573E-1
1.818861323E1,-2.159999870E-2,-1.972000003E-1,-6.219999865E-2,2.079019959E-1
1.819861479E1,2.599999867E-2,-1.305000037E-1,-1.844999939E-1,2.274785675E-1
1.820861479E1,9.299999475E-2,6.099999882E-3,-2.414999902E-1,2.588599125E-1
1.821861323E1,1.992999911E-1,1.752000004E-1,-2.140999883E-1,3.409608946E-1
1.822861479E1,5.902999640E-1,2.590999901E-1,1.926999986E-1,6.728448126E-1
1.823861479E1,5.888999701E-1,4.239999950E-1,-1.497000009E-1,7.409380951E-1
1.824861479E1,6.373999715E-1,4.035999775E-1,-6.709999591E-2,7.574127507E-1
1.825861479E1,7.058999538E-1,3.156999946E-1,-1.995999962E-1,7.986246865E-1
1.826861479E1,5.687999725E-1,1.787000000E-1,-2.122000009E-1,6.328474849E-1
1.827861479E1,3.926999867E-1,9.019999951E-2,-2.523999810E-1,4.754524896E-1
1.828861479E1,3.743000031E-1,-1.143999994E-1,-6.199999712E-3,3.914413010E-1
1.829861479E1,-1.533999890E-1,-2.678000033E-1,-4.171999991E-1,5.189453128E-1
1.830861479E1,-4.156000018E-1,-4.491999745E-1,-2.666999996E-1,6.675573896E-1
1.831861479E1,-5.212000012E-1,-6.589999795E-1,-1.283999979E-1,8.499511596E-1
1.832861479E1,-4.016000032E-1,-9.175999761E-1,2.709999867E-2,1.002001342E0
1.833861479E1,-1.551999897E-1,-9.714999795E-1,1.713999957E-1,9.986376748E-1
1.834861479E1,3.170000017E-2,-8.519999981E-1,1.503999978E-1,8.657534557E-1
1.835861479E1,1.894999892E-1,-7.228999734E-1,3.240000084E-2,7.480269898E-1
1.836861479E1,2.329999954E-2,-5.810999870E-1,-5.869999900E-2,5.845218343E-1
1.837861479E1,-2.502999902E-1,-2.818000019E-1,-2.272000015E-1,4.400922253E-1
1.838861479E1,-5.726999640E-1,1.641999930E-1,-4.233999848E-1,7.308997426E-1
1.839861479E1,-9.243999720E-1,6.107000113E-1,-4.919999838E-1,1.212243291E0
1.840861479E1,-1.237100005E0,8.328999877E-1,-3.375000060E-1,1.529066730E0
1.841861479E1,-1.383700013E0,8.511999846E-1,4.729999974E-2,1.625239807E0
1.842861479E1,-1.402999997E0,8.316999674E-1,4.581999779E-1,1.694131355E0
1.843861479E1,-1.451900005E0,7.741000056E-1,7.989999652E-1,1.829110546E0
1.844861479E1,-1.500299931E0,5.906999707E-1,9.042999744E-1,1.848671085E0
1.845861479E1,-1.871799946E0,2.421999872E-1,1.118700027E0,2.194034098E0
1.846861479E1,-2.409699917E0,-2.122999877E-1,1.509599924E0,2.851423663E0
1.847861479E1,-2.800499916E0,-5.094000101E-1,2.065999985E0,3.517192643E0
1.848861479E1,-3.457000017E0,-5.313999653E-1,2.049299955E0,4.053747075E0
1.849861479E1,-3.535899878E0,-1.116999984E-1,2.086999893E0,4.107387660E0
1.850861479E1,-3.214599848E0,5.242999792E-1,2.046799898E0,3.846808089E0
1.851861479E1,-2.709199905E0,1.106799960E0,1.972399950E0,3.529182886E0
1.852861479E1,-2.457900047E0,1.280699968E0,1.840499997E0,3.326996437E0
1.853861479E1,-2.236999989E0,1.429499984E0,1.328699946E0,2.968683665E0
1.854861479E1,-2.260699987E0,1.402400017E0,8.684999943E-1,2.798532201E0
1.855861479E1,-2.303699970E0,1.200099945E0,4.287999868E-1,2.632706376E0
1.856861479E1,-2.043099880E0,7.265999913E-1,2.207999974E-1,2.179669082E0
1.857861479E1,-1.568099976E0,2.082999945E-1,3.480999768E-1,1.619722203E0
1.858861479E1,-8.780999780E-1,-8.489999920E-2,6.229000092E-1,1.079940740E0
1.859861479E1,-1.500999928E-1,-3.026999831E-1,9.095999599E-1,9.703243656E-1
1.860861479E1,3.727999926E-1,-8.129999787E-2,9.020999670E-1,9.794763267E-1
1.861861479E1,6.117999554E-1,-9.089999646E-2,5.924000144E-1,8.564460122E-1
1.862861323E1,1.076200008E0,-3.260000050E-2,1.574999988E-1,1.088152318E0
1.863861479E1,8.244999647E-1,1.768999994E-1,6.159999967E-2,8.455107105E-1
1.864861479E1,5.633999705E-1,5.078999996E-1,-1.442999989E-1,7.721427498E-1
1.865861479E1,5.284000039E-1,4.416999817E-1,-1.090999991E-1,6.972863456E-1
1.866861479E1,7.267000079E-1,4.580999911E-1,7.099999487E-2,8.619683884E-1
1.867861479E1,6.606000066E-1,2.175000012E-1,-1.999999949E-4,6.954844781E-1
1.868861479E1,8.482999802E-1,-3.718999922E-1,-2.430000007E-1,9.575862681E-1
1.869861479E1,9.805999994E-1,-5.432000160E-1,-3.200999796E-1,1.165807280E0
1.870861479E1,1.004500031E0,-6.973999739E-1,-4.019999802E-1,1.287241633E0
1.871861479E1,1.155499935E0,-4.389999807E-1,-5.731999874E-1,1.362519471E0
1.872861479E1,1.042299986E0,-6.489999592E-2,-3.975999951E-1,1.117446655E0
1.873861479E1,9.095999599E-1,5.525000095E-1,-4.847999811E-1,1.169469696E0
1.874861479E1,6.399999857E-1,1.128600001E0,-4.617999792E-1,1.377169984E0
1.875861479E1,1.938000023E-1,1.338500023E0,-3.290999830E-1,1.391922250E0
1.876861479E1,-2.133999914E-1,1.328899980E0,-2.152999938E-1,1.363036610E0
1.877861479E1,-6.506999731E-1,1.225700021E0,-2.182999998E-1,1.404779657E0
1.878861479E1,-1.284199953E0,1.085899949E0,-3.262999952E-1,1.713131608E0
1.879861479E1,-1.781899929E0,9.682999849E-1,-3.473999798E-1,2.057537111E0
1.880861479E1,-2.214699984E0,4.905999899E-1,6.241999865E-1,2.352702699E0
1.881861479E1,-1.586599946E0,-4.039999843E-1,1.507300019E0,2.225414281E0
1.882861479E1,-7.554000020E-1,-9.457999468E-1,1.716599941E0,2.100448062E0
1.883861479E1,6.834999919E-1,-4.998999834E-1,1.152699947E0,1.430310946E0
1.884861479E1,1.707199931E0,7.143999934E-1,7.795000076E-1,2.008113348E0
1.885861479E1,2.013900042E0,1.280900002E0,6.715999842E-1,2.479424274E0
1.886861479E1,1.798699975E0,1.760699987E0,3.425000012E-1,2.540215010E0
1.887861479E1,9.116999507E-1,1.804999948E0,3.183999956E-1,2.047095544E0
1.888861479E1,1.362999976E-1,1.695699930E0,3.222000003E-1,1.731412366E0
1.889861479E1,-7.959999889E-2,1.360899925E0,1.799999923E-1,1.375058095E0
1.890861479E1,-5.159999803E-2,7.688999772E-1,3.497999907E-1,8.463035910E-1
1.891861479E1,1.220999956E-1,3.112999797E-1,4.981999993E-1,6.000161045E-1
1.892861479E1,2.861000001E-1,2.131000012E-1,3.440999985E-1,4.956507133E-1
1.893861479E1,8.649999648E-2,1.803999990E-1,2.779999971E-1,3.425060692E-1
1.894861479E1,-1.043999940E-1,3.513000011E-1,1.023999974E-1,3.805217589E-1
1.895861479E1,-1.692000031E-1,5.580999851E-1,-6.000000052E-3,5.832154271E-1
1.896861479E1,-1.077999994E-1,7.030000091E-1,1.583999991E-1,7.286428565E-1
1.897861479E1,1.489999890E-1,9.935999513E-1,2.148000002E-1,1.027414668E0
1.898861479E1,6.416000128E-1,1.403399944E0,2.324000001E-1,1.560510090E0
1.899861479E1,1.116199970E0,1.827299953E0,3.213000000E-1,2.165216197E0
1.900861479E1,1.277499914E0,1.756500006E0,5.467999578E-1,2.239707234E0
1.901861479E1,1.231299996E0,1.383700013E0,5.902000070E-1,1.943980827E0
1.902861479E1,9.901999831E-1,8.299999833E-1,5.557999611E-1,1.406523934E0
1.903861479E1,5.073999763E-1,2.117999941E-1,4.785999954E-1,7.289526246E-1
1.904861479E1,-7.229999453E-2,-1.682000011E-1,2.261999995E-1,2.910068201E-1
1.905861479E1,-5.554999709E-1,-3.425000012E-1,5.889999866E-2,6.552523776E-1
1.906861323E1,-8.547999859E-1,-4.316999912E-1,5.419999734E-2,9.591587658E-1
1.907861323E1,-1.049399972E0,-3.489999771E-1,1.817999929E-1,1.120755336E0
1.908861479E1,-8.748999834E-1,3.599999938E-3,3.034999967E-1,9.260535562E-1
1.909861479E1,-3.107999861E-1,5.591999888E-1,3.420999944E-1,7.254885699E-1
1.910861479E1,4.282999933E-1,1.026799917E0,4.077000022E-1,1.184895880E0
1.911861479E1,1.069899917E0,1.271399975E0,4.242999852E-1,1.714985191E0
1.912861479E1,1.615299940E0,1.372599959E0,3.653999865E-1,2.150986215E0
1.913861479E1,1.879599929E0,1.291499972E0,2.043999881E-1,2.289682822E0
1.914861323E1,1.685599923E0,9.118999839E-1,2.719999850E-2,1.916650339E0
1.915861479E1,1.202000022E0,4.016999900E-1,-1.587999910E-1,1.277256580E0
1.916861479E1,7.785999775E-1,5.020000041E-2,-2.151999921E-1,8.093509755E-1
1.917861323E1,4.716999829E-1,-1.142999977E-1,-1.758999974E-1,5.162423582E-1
1.918861479E1,3.411999941E-1,-2.850000001E-2,-1.551999897E-1,3.759211656E-1
1.919861479E1,1.782999933E-1,2.137999982E-1,-2.284999937E-1,3.601577070E-1
1.920861479E1,-1.630000025E-2,3.181000054E-1,-2.081999928E-1,3.805266619E-1
1.921861479E1,-5.609999970E-2,4.208999872E-1,-1.324999928E-1,4.448148573E-1
1.922861479E1,9.929999709E-2,5.695999861E-1,-1.062999964E-1,5.878812149E-1
1.923861479E1,3.041999936E-1,7.441999912E-1,-1.370999962E-1,8.155781213E-1
1.924861479E1,4.802999794E-1,8.967999816E-1,-1.459999979E-1,1.027742320E0
1.925861323E1,6.768000126E-1,9.595999718E-1,-2.409999967E-1,1.198737403E0
1.926861323E1,7.662000060E-1,8.549000025E-1,-2.753999829E-1,1.180576814E0
1.927861479E1,8.070999980E-1,7.317000031E-1,-2.698999941E-1,1.122337431E0
1.928861479E1,7.994999886E-1,5.212999582E-1,-2.144999951E-1,9.782454324E-1
1.929861479E1,7.723000050E-1,3.111999929E-1,-1.885999888E-1,8.537345542E-1
1.930861479E1,7.448999882E-1,1.879999936E-1,-2.017000020E-1,7.942939511E-1
1.931861479E1,5.511000156E-1,6.179999933E-2,-3.799999952E-1,6.722577359E-1
1.932861479E1,2.990999818E-1,-9.749999642E-2,-5.069000125E-1,5.965858455E-1
1.933861636E1,-1.105000004E-1,-1.159999967E-1,-8.977999687E-1,9.119819259E-1
1.934861479E1,-1.842999905E-1,7.660000026E-2,-1.128799915E0,1.146308552E0
1.935861479E1,-8.399999887E-2,4.539999962E-1,-1.294999957E0,1.374844313E0
1.936861479E1,2.494999915E-1,7.565999627E-1,-1.309499979E0,1.532802644E0
1.937861479E1,6.881999969E-1,8.970999718E-1,-8.106999993E-1,1.391273548E0
1.938861479E1,1.078299999E0,5.317999721E-1,-3.418999910E-1,1.249975081E0
1.939861479E1,1.499899983E0,-1.460999995E-1,1.279999968E-2,1.507053088E0
