"Time";"Trajectoire 1/0/X";"Trajectoire 1/0/Y"
"24,656";"-53,46349";"225,2687"
"24,689";"-53,46296";"225,2712"
"24,722";"-53,46471";"225,2809"
"24,756";"-54,28989";"226,1183"
"24,789";"-54,29314";"226,1262"
"24,822";"-55,11304";"226,9487"
"24,856";"-55,11318";"226,9406"
"24,889";"-55,11447";"226,9337"
"24,922";"-55,11525";"226,9321"
"24,956";"-55,11173";"226,9343"
"24,989";"-54,28612";"226,9311"
"25,022";"-54,29065";"226,9362"
"25,056";"-54,29437";"226,9392"
"25,089";"-54,29863";"226,9369"
"25,122";"-54,30342";"226,9273"
"25,155";"-54,30874";"226,9179"
"25,189";"-54,31456";"226,9067"
"25,222";"-54,3181";"226,9011"
"25,255";"-54,31753";"226,9088"
"25,289";"-54,3093";"227,7293"
"25,322";"-54,30745";"227,7321"
"25,355";"-54,30579";"227,7436"
"25,389";"-54,29881";"228,5719"
"25,422";"-54,29232";"229,3925"
"25,455";"-54,29536";"229,3987"
"25,489";"-55,11683";"230,2404"
"25,522";"-55,12431";"231,0614"
"25,555";"-55,94049";"231,8785"
"25,589";"-55,93897";"231,8908"
"25,622";"-55,9327";"232,7168"
"25,655";"-55,92915";"232,7327"
"25,689";"-55,91416";"233,5572"
"25,722";"-55,08617";"233,5608"
"25,755";"-55,07257";"234,3793"
"25,789";"-54,24152";"234,3791"
"25,822";"-53,40559";"235,1869"
"25,855";"-52,58107";"235,1745"
"25,888";"-51,75743";"235,1724"
"25,922";"-50,93475";"235,1781"
"25,955";"-50,10111";"235,9914"
"25,988";"-49,27135";"235,9745"
"26,022";"-48,44146";"235,9583"
"26,055";"-47,61339";"235,9394"
"26,088";"-46,78917";"235,9185"
"26,122";"-46,79053";"235,9027"
"26,155";"-45,96539";"235,8823"
"26,188";"-45,96808";"235,8689"
"26,222";"-45,97188";"235,8596"
"26,255";"-45,9791";"235,8508"
"26,288";"-46,80962";"235,852"
"26,322";"-46,8153";"235,8479"
"26,355";"-47,64899";"235,8576"
"26,388";"-48,47681";"235,8677"
"26,422";"-48,47665";"235,8782"
"26,455";"-48,47189";"236,6976"
"26,488";"-48,47445";"236,7018"
"26,522";"-48,47209";"237,5161"
"26,555";"-49,30087";"237,5162"
"26,588";"-49,30311";"237,518"
"26,621";"-50,13083";"237,5269"
"26,655";"-50,13408";"237,5258"
"26,688";"-50,96324";"237,5221"
"26,721";"-51,7971";"236,703"
"26,755";"-51,80077";"236,7009"
"26,788";"-52,63896";"235,8883"
"26,821";"-53,46691";"235,8994"
"26,855";"-53,46556";"235,9037"
"26,888";"-53,46885";"235,9084"
"26,921";"-54,29477";"235,9258"
"26,955";"-54,28797";"236,7538"
"26,988";"-54,28908";"236,7609"
"27,021";"-54,28148";"237,5854"
"27,055";"-54,27855";"237,5864"
"27,088";"-53,45697";"237,5901"
"27,121";"-53,45648";"238,4085"
"27,155";"-53,46545";"237,5887"
"27,188";"-53,4648";"237,597"
"27,221";"-53,46195";"237,6012"
"27,255";"-52,63848";"237,6004"
"27,288";"-52,6425";"237,6047"
"27,321";"-52,64413";"237,6104"
"27,354";"-52,64286";"237,6229"
"27,388";"-52,63444";"238,4486"
"27,421";"-52,63307";"238,4518"
"27,454";"-52,63044";"238,4604"
"27,488";"-52,62611";"238,4691"
"27,521";"-51,80354";"238,473"
"27,554";"-51,80573";"238,4782"
"27,588";"-51,80267";"238,477"
"27,621";"-50,97992";"238,4687"
"27,654";"-50,98351";"238,4662"
"27,688";"-50,98758";"238,4683"
"27,721";"-50,99208";"238,4754"
"27,754";"-50,99715";"238,4851"
"27,788";"-51,82363";"238,5039"
"27,821";"-51,81973";"238,5154"
"27,854";"-51,81565";"238,5258"
"27,888";"-51,81148";"238,5299"
"27,921";"-51,80679";"238,5327"
"27,954";"-50,98323";"238,5244"
"27,988";"-50,98371";"238,5151"
"28,021";"-50,9844";"238,511"
"28,054";"-50,98301";"238,5071"
"28,088";"-50,97952";"238,5102"
"28,121";"-50,15674";"238,5136"
"28,154";"-50,15755";"238,5262"
"28,187";"-49,32676";"239,3403"
"28,221";"-49,32924";"239,3306"
"28,254";"-49,32982";"239,3181"
"28,287";"-49,32711";"239,3043"
"28,321";"-49,33261";"238,4806"
"28,354";"-49,33154";"238,4818"
"28,387";"-49,33182";"238,4779"
"28,421";"-49,33569";"238,4699"
"28,454";"-50,16194";"238,4652"
"28,487";"-50,16161";"238,4561"
"28,521";"-50,1608";"238,4521"
"28,554";"-50,15495";"238,4492"
"28,587";"-49,32543";"238,4467"
"28,621";"-48,50424";"238,4489"
"28,654";"-48,50167";"238,4597"
"28,687";"-47,67633";"238,4634"
"28,721";"-46,85614";"238,4675"
"28,754";"-46,85514";"238,479"
"28,787";"-46,02145";"239,2897"
"28,821";"-46,01616";"239,2757"
"28,854";"-45,19702";"238,4514"
"28,887";"-45,19238";"238,4608"
"28,92";"-44,36588";"238,4643"
"28,954";"-44,36076";"238,4717"
"28,987";"-43,53403";"238,4752"
"29,02";"-43,53196";"238,4835"
"29,054";"-43,52806";"238,4927"
"29,087";"-42,70222";"238,4993"
"29,12";"-42,69565";"239,3175"
"29,154";"-42,69205";"239,3117"
"29,187";"-41,86897";"239,3025"
"29,22";"-41,87187";"239,305"
"29,254";"-41,87079";"239,3062"
"29,287";"-41,86912";"239,3066"
"29,32";"-41,86491";"239,2932"
"29,354";"-41,8676";"238,4697"
"29,387";"-41,86198";"238,4736"
"29,42";"-41,85671";"238,4705"
"29,454";"-41,03603";"238,4633"
"29,487";"-41,0415";"238,4637"
"29,52";"-41,0457";"238,468"
"29,554";"-41,04753";"238,4798"
"29,587";"-41,0407";"239,3002"
"29,62";"-41,04199";"239,2962"
"29,653";"-41,04639";"239,2949"
"29,687";"-41,05325";"239,2999"
"29,72";"-41,87988";"239,3106"
"29,753";"-41,87736";"239,3156"
"29,787";"-41,87823";"239,3204"
"29,82";"-41,89357";"239,3236"
"29,853";"-42,71715";"239,3302"
"29,887";"-42,72743";"239,3348"
"29,92";"-43,54478";"239,3408"
"29,953";"-43,54222";"239,3408"
"29,987";"-43,54585";"239,3428"
"30,02";"-43,55966";"239,3501"
"30,053";"-44,38008";"239,3493"
"30,087";"-44,37648";"239,3432"
"30,12";"-44,3744";"239,3337"
"30,153";"-44,37313";"239,3241"
"30,187";"-44,37263";"239,3138"
"30,22";"-44,37189";"239,301"
"30,253";"-44,37042";"239,2881"
"30,287";"-44,36779";"239,2744"
"30,32";"-44,36524";"239,2607"
"30,353";"-44,35981";"239,2454"
"30,386";"-44,35362";"239,2295"
"30,42";"-44,3465";"239,2133"
"30,453";"-44,33768";"239,1977"
"30,486";"-44,32889";"239,1838"
"30,52";"-44,31767";"239,1723"
"30,553";"-44,30556";"239,1623"
"30,586";"-44,29483";"239,1525"
"30,62";"-44,28208";"239,1366"
"30,653";"-44,28241";"238,3282"
"30,686";"-44,27933";"238,3398"
"30,72";"-44,27884";"238,3381"
"30,753";"-44,28538";"238,3312"
"30,786";"-44,29852";"238,3266"
"30,82";"-44,313";"238,3236"
"30,853";"-45,13432";"238,3241"
"30,886";"-45,13045";"238,3195"
"30,92";"-45,12965";"238,3145"
"30,953";"-45,13893";"238,3088"
"30,986";"-45,14721";"238,3003"
"31,02";"-45,16009";"238,2904"
"31,053";"-45,17471";"238,2817"
"31,086";"-45,1893";"238,2729"
"31,119";"-45,19993";"238,2631"
"31,153";"-45,20964";"238,253"
"31,186";"-45,2142";"238,2533"
"31,219";"-45,2173";"238,2532"
"31,253";"-45,21912";"238,2623"
"31,286";"-45,21478";"238,2769"
"31,319";"-45,1999";"239,088"
"31,353";"-45,19004";"239,0838"
"31,386";"-45,18012";"239,0981"
"31,419";"-45,15869";"239,9169"
"31,453";"-45,14254";"239,9238"
"31,486";"-44,31241";"240,7325"
"31,519";"-44,31508";"240,7409"
"31,553";"-44,30291";"241,5566"
"31,586";"-44,28988";"241,5658"
"31,619";"-43,45817";"242,3759"
"31,653";"-43,45315";"242,3795"
"31,686";"-42,63073";"243,1821"
"31,719";"-42,63405";"243,1723"
"31,753";"-42,63017";"243,1693"
"31,786";"-42,61757";"243,1665"
"31,819";"-41,8002";"243,1594"
"31,852";"-41,81167";"243,1481"
"31,886";"-41,82139";"243,1282"
"31,919";"-41,83988";"242,3127"
"31,952";"-41,84938";"242,3197"
"31,986";"-41,85425";"242,3131"
"32,019";"-41,8562";"242,2975"
"32,052";"-41,8556";"242,2769"
"32,086";"-41,85748";"241,4614"
"32,119";"-41,84724";"241,4652"
"32,152";"-41,02698";"241,458"
"32,186";"-41,02771";"241,449"
"32,219";"-41,01949";"241,4275"
"32,252";"-41,01249";"240,6104"
"32,286";"-40,18377";"240,6129"
"32,319";"-40,16984";"240,6081"
"32,352";"-39,33962";"240,5881"
"32,386";"-39,33421";"239,7717"
"32,419";"-38,50197";"239,7638"
"32,452";"-37,68504";"238,9485"
"32,486";"-36,86186";"238,9433"
"32,519";"-36,03795";"238,9335"
"32,552";"-35,20012";"239,7417"
"32,586";"-33,53598";"241,3797"
"32,619";"-31,86598";"243,8742"
"32,652";"-30,16696";"248,0004"
"32,685";"-27,64538";"251,2982"
"32,719";"-23,46984";"254,5879"
"32,752";"-21,78395";"257,0656"
"32,785";"-19,25956";"262,0211"
"32,819";"-18,42269";"263,6831"
"32,852";"-18,40846";"265,335"
"32,885";"-18,40775";"266,1601"
"32,919";"-20,06843";"266,1781"
"32,952";"-20,90376";"266,1922"
"32,985";"-22,56414";"266,1976"
"33,019";"-24,23087";"265,3766"
"33,052";"-25,90943";"263,7324"
"33,085";"-28,41033";"262,0952"
"33,119";"-29,25685";"260,45"
"33,152";"-30,92167";"259,6313"
"33,185";"-31,76004";"258,8084"
"33,219";"-32,59509";"258,8044"
"33,252";"-33,43474";"257,9893"
"33,285";"-34,26432";"258,0037"
"33,319";"-34,26812";"258,0173"
"33,352";"-34,26578";"258,8393"
"33,385";"-34,26908";"258,8417"
"33,418";"-34,25779";"259,6607"
"33,452";"-33,43148";"259,6624"
"33,485";"-33,42381";"260,485"
"33,518";"-32,59996";"260,4907"
"33,552";"-32,5944";"261,319"
"33,585";"-32,58378";"262,1393"
"33,618";"-31,75735";"262,1435"
"33,652";"-31,75073";"262,9814"
"33,685";"-31,74198";"263,8157"
"33,718";"-31,73082";"264,6507"
"33,752";"-30,89446";"265,4816"
"33,785";"-30,8847";"266,3246"
"33,818";"-30,044";"267,9669"
"33,852";"-30,03556";"268,7848"
"33,885";"-29,20715";"268,7868"
"33,918";"-29,19783";"269,6192"
"33,952";"-28,36492";"270,4339"
"33,985";"-28,36631";"270,4376"
"34,018";"-28,35709";"271,2572"
"34,052";"-27,53002";"271,2505"
"34,085";"-27,53062";"271,2578"
"34,118";"-27,52362";"272,0788"
"34,151";"-27,51663";"272,0904"
"34,185";"-26,70324";"272,0981"
"34,218";"-26,70853";"272,9096"
"34,251";"-26,71834";"272,9008"
"34,285";"-26,7233";"272,9021"
"34,318";"-26,72132";"272,9119"
"34,351";"-26,71551";"272,9217"
"34,385";"-25,89538";"272,9281"
"34,418";"-25,90443";"272,9409"
"34,451";"-25,90805";"272,9539"
"34,485";"-25,90935";"272,9687"
"34,518";"-25,90533";"272,9834"
"34,551";"-25,08999";"272,9937"
"34,585";"-25,09999";"273,011"
"34,618";"-25,09971";"273,027"
"34,651";"-24,27562";"273,8292"
"34,685";"-24,27531";"273,8138"
"34,718";"-23,46156";"273,8058"
"34,751";"-23,46847";"273,8221"
"34,785";"-23,46478";"274,6478"
"34,818";"-23,45975";"275,4614"
"34,851";"-23,46521";"275,4754"
"34,884";"-23,46989";"276,3018"
"34,918";"-24,28833";"277,1178"
"34,951";"-24,2917";"277,1212"
"34,984";"-24,29457";"277,9357"
"35,018";"-25,12";"277,9416"
"35,051";"-25,11349";"278,7534"
"35,084";"-25,91502";"279,5666"
"35,118";"-25,91957";"279,5687"
"35,151";"-26,73234";"279,5893"
"35,184";"-26,71774";"280,3932"
"35,218";"-26,72135";"280,3674"
"35,251";"-26,74309";"279,5499"
"35,284";"-26,76135";"279,5525"
"35,318";"-27,57684";"279,5441"
"35,351";"-27,56911";"279,5244"
"35,384";"-27,56934";"279,5045"
"35,418";"-27,57656";"279,4961"
"35,451";"-27,59007";"279,4997"
"35,484";"-28,41063";"279,5128"
"35,518";"-28,41752";"279,532"
"35,551";"-29,22335";"280,3565"
"35,584";"-29,22545";"280,3538"
"35,617";"-30,04095";"280,3669"
"35,651";"-30,04694";"280,3844"
"35,684";"-30,85812";"281,2155"
"35,717";"-30,8649";"281,2298"
"35,751";"-31,68453";"282,0636"
"35,784";"-32,50655";"282,0818"
"35,817";"-32,50739";"282,9183"
"35,851";"-33,33203";"283,7588"
"35,884";"-34,15018";"284,6026"
"35,917";"-34,14959";"285,4442"
"35,951";"-34,95299";"286,2902"
"35,984";"-35,75953";"287,9708"
"36,017";"-35,76483";"288,7925"
"36,051";"-36,59701";"288,7944"
"36,084";"-37,41835";"288,7832"
"36,117";"-37,43606";"287,9601"
"36,151";"-38,25936";"287,9603"
"36,184";"-38,26749";"287,9516"
"36,217";"-39,08453";"287,9586"
"36,251";"-39,08405";"287,968"
"36,284";"-39,89835";"287,993"
"36,317";"-39,88888";"288,8129"
"36,35";"-39,90183";"288,8133"
"36,384";"-40,7334";"288,8288"
"36,417";"-41,54193";"289,6489"
"36,45";"-41,5374";"289,645"
"36,484";"-41,54774";"289,657"
"36,517";"-42,3632";"290,4828"
"36,55";"-42,36689";"290,4908"
"36,584";"-43,17779";"291,3159"
"36,617";"-43,18105";"291,323"
"36,65";"-43,99858";"291,347"
"36,684";"-43,9957";"292,1773"
"36,717";"-44,81199";"292,201"
"36,75";"-44,80517";"293,0323"
"36,784";"-44,80688";"293,8489"
"36,817";"-45,62893";"293,86"
"36,85";"-45,62099";"294,684"
"36,884";"-45,62658";"294,6918"
"36,917";"-46,4367";"295,5198"
"36,95";"-46,438";"295,5252"
"36,984";"-46,44635";"295,5401"
"37,017";"-47,26752";"296,3674"
"37,05";"-47,27285";"296,3661"
"37,084";"-48,09355";"296,3719"
"37,117";"-48,08998";"296,3714"
"37,15";"-48,09622";"296,3669"
"37,183";"-48,91766";"296,3622"
"37,217";"-48,9161";"296,3514"
"37,25";"-49,73148";"296,3463"
"37,283";"-49,72848";"296,3347"
"37,317";"-49,73436";"296,3281"
"37,35";"-50,55616";"296,329"
"37,383";"-50,55321";"296,3237"
"37,417";"-50,55267";"296,3178"
"37,45";"-50,55679";"296,3131"
"37,483";"-50,56103";"296,3029"
"37,517";"-50,56549";"296,2933"
"37,55";"-50,56982";"296,2845"
"37,583";"-50,57554";"296,2856"
"37,617";"-50,58013";"296,2924"
"37,65";"-50,5796";"296,3078"
"37,683";"-50,56485";"297,1321"
"37,717";"-49,73941";"297,1288"
"37,75";"-49,73031";"297,1356"
"37,783";"-48,89415";"297,1434"
"37,817";"-48,05949";"297,9568"
"37,85";"-47,23441";"297,9478"
"37,883";"-46,41268";"297,9489"
"37,916";"-45,59386";"297,9588"
"37,95";"-45,58467";"297,9756"
"37,983";"-44,74406";"297,9791"
"38,016";"-43,9094";"297,9758"
"38,05";"-43,08052";"297,9764"
"38,083";"-42,25947";"297,9733"
"38,116";"-42,26006";"297,9821"
"38,15";"-42,24907";"298,7953"
"38,183";"-42,2377";"298,7936"
"38,216";"-41,41944";"298,7973"
"38,25";"-41,4301";"298,8151"
"38,283";"-41,4336";"298,8334"
"38,316";"-41,43628";"298,8503"
"38,35";"-41,42957";"298,8687"
"38,383";"-41,42005";"298,8775"
"38,416";"-41,40875";"298,8859"
"38,45";"-41,39631";"298,8953"
"38,483";"-41,38263";"298,9127"
"38,516";"-40,55518";"299,7203"
"38,55";"-40,5584";"299,7011"
"38,583";"-40,56388";"298,8919"
"38,616";"-40,55952";"298,9075"
"38,649";"-40,5531";"298,9109"
"38,683";"-40,5469";"298,9072"
"38,716";"-40,54115";"298,9005"
"38,749";"-40,53039";"298,8859"
"38,783";"-40,51689";"298,8676"
"38,816";"-39,69505";"298,8406"
"38,849";"-39,70894";"298,0295"
"38,883";"-39,70854";"298,0472"
"38,916";"-39,70757";"298,0649"
"38,949";"-39,70432";"298,0872"
"38,983";"-39,68869";"298,8981"
"39,016";"-39,68425";"298,8817"
"39,049";"-39,68006";"298,8669"
"39,083";"-39,6707";"298,8509"
"39,116";"-39,66011";"298,8343"
"39,149";"-39,6493";"298,817"
"39,183";"-39,63626";"298,8051"
"39,216";"-39,62656";"298,7915"
"39,249";"-39,62689";"298,781"
"39,283";"-39,63594";"298,7711"
"39,316";"-40,45938";"298,7671"
"39,349";"-40,45583";"298,7543"
"39,382";"-40,44875";"298,7356"
"39,416";"-40,43651";"298,7162"
"39,449";"-39,61348";"298,692"
"39,482";"-39,61629";"298,673"
"39,516";"-39,61226";"298,657"
"39,549";"-39,60442";"298,6415"
"39,582";"-39,59019";"299,4539"
"39,616";"-39,59169";"298,6413"
"39,649";"-39,59407";"298,6581"
"39,682";"-39,60997";"297,8433"
"39,716";"-39,61827";"297,8354"
"39,749";"-39,63335";"297,8296"
"39,782";"-39,64825";"297,8238"
"39,816";"-39,65446";"298,6474"
"39,849";"-39,66627";"298,636"
"39,882";"-39,67199";"298,6241"
"39,916";"-39,66684";"298,6145"
"39,949";"-39,65408";"298,6094"
"39,982";"-38,83482";"298,6017"
"40,016";"-38,84166";"298,6096"
"40,049";"-38,84198";"298,6224"
"40,082";"-38,84006";"298,6346"
"40,115";"-38,83421";"298,6469"
"40,149";"-38,82685";"298,6637"
"40,182";"-38,81756";"298,6528"
"40,215";"-37,99253";"298,6409"
"40,249";"-37,98285";"299,4738"
"40,282";"-37,9765";"298,6476"
"40,315";"-37,14487";"298,6404"
"40,349";"-36,3206";"298,6338"
"40,382";"-36,31371";"298,6369"
"40,415";"-35,48104";"298,6315"
"40,449";"-34,65046";"298,6263"
"40,482";"-33,8246";"298,6221"
"40,515";"-33,82082";"298,6289"
"40,549";"-33,80999";"298,6431"
"40,582";"-32,98156";"298,6501"
"40,615";"-32,97781";"298,663"
"40,649";"-32,96892";"298,6711"
"40,682";"-32,9585";"298,6772"
"40,715";"-32,94783";"298,6812"
"40,749";"-32,93435";"298,6827"
"40,782";"-32,92683";"298,6787"
"40,815";"-32,92406";"298,6737"
"40,848";"-32,92801";"298,6675"
"40,882";"-33,74231";"298,6704"
"40,915";"-33,7329";"298,6653"
"40,948";"-33,72977";"298,6603"
"40,982";"-33,73175";"298,6536"
"41,015";"-33,73811";"298,6478"
"41,048";"-34,55773";"298,6511"
"41,082";"-34,54911";"298,6477"
"41,115";"-34,54225";"298,644"
"41,148";"-34,54079";"298,6385"
"41,182";"-34,54299";"298,6332"
"41,215";"-34,54752";"298,6278"
"41,248";"-35,36551";"298,6298"
"41,282";"-35,35866";"298,6238"
"41,315";"-35,3514";"298,6157"
"41,348";"-35,34044";"299,4381"
"41,382";"-35,33584";"299,4292"
"41,415";"-35,33574";"299,4193"
"41,448";"-35,33559";"299,4095"
"41,482";"-35,33533";"299,401"
"41,515";"-35,33502";"299,3951"
"41,548";"-35,33134";"299,3896"
"41,581";"-35,32727";"299,3875"
"41,615";"-35,32267";"299,3923"
"41,648";"-35,31755";"299,3992"
"41,681";"-35,31215";"299,412"
"41,715";"-35,30697";"299,4249"
"41,748";"-35,30278";"299,4388"
"41,781";"-35,30274";"299,4536"
"41,815";"-35,31128";"298,6369"
"41,848";"-35,31485";"298,6503"
"41,881";"-35,31956";"298,6631"
"41,915";"-35,32885";"298,6751"
"41,948";"-35,33822";"298,6859"
"41,981";"-35,3458";"298,6955"
"42,015";"-36,16746";"298,7139"
"42,048";"-36,15948";"298,7253"
"42,081";"-36,15225";"298,7363"
"42,115";"-36,14604";"298,7457"
"42,148";"-36,14091";"298,7535"
"42,181";"-36,1412";"298,7578"
"42,215";"-36,14135";"298,7585"
"42,248";"-36,14445";"298,7567"
"42,281";"-36,14956";"298,7528"
"42,315";"-36,1603";"298,7477"
"42,348";"-36,97894";"298,7505"
"42,381";"-36,97954";"298,7381"
"42,414";"-36,98446";"298,7249"
"42,448";"-36,99589";"298,7094"
"42,481";"-37,81818";"298,7"
"42,514";"-37,81392";"298,6842"
"42,548";"-37,81653";"298,668"
"42,581";"-37,82306";"298,6499"
"42,614";"-37,83763";"297,8363"
"42,648";"-37,85098";"297,8504"
"42,681";"-38,67305";"297,8707"
"42,714";"-38,66813";"297,8845"
"42,748";"-38,66302";"297,8983"
"42,781";"-38,66052";"297,9109"
"42,814";"-38,66145";"297,9207"
"42,848";"-38,66636";"297,9294"
"42,881";"-38,67716";"297,9382"
"42,914";"-38,68771";"297,9508"
"42,948";"-38,69239";"297,9671"
"42,981";"-38,69014";"297,98"
"43,014";"-38,67756";"298,7921"
"43,048";"-37,85561";"298,7681"
"43,081";"-37,85547";"298,7537"
"43,114";"-37,0381";"298,7386"
"43,147";"-37,03809";"298,7302"
"43,181";"-36,21896";"298,7154"
"43,214";"-36,21231";"298,7033"
"43,247";"-35,3819";"298,6797"
"43,281";"-34,55688";"298,6523"
"43,314";"-33,74205";"297,8315"
"43,347";"-32,92549";"297,8415"
"43,381";"-32,10723";"297,8515"
"43,414";"-32,09403";"298,6617"
"43,447";"-30,44827";"298,6352"
"43,481";"-29,63151";"298,6261"
"43,514";"-28,81174";"298,6316"
"43,547";"-27,98512";"299,4478"
"43,581";"-27,98377";"299,452"
"43,614";"-27,16209";"299,4561"
"43,647";"-27,16982";"299,4654"
"43,681";"-27,99874";"299,4694"
"43,714";"-27,99946";"299,4532"
"43,747";"-28,01479";"298,6269"
"43,781";"-28,84616";"298,6286"
"43,814";"-28,85816";"298,6216"
"43,847";"-29,69477";"298,6216"
"43,88";"-30,52564";"298,6221"
"43,914";"-31,35176";"298,6223"
"43,947";"-31,35705";"298,6171"
"43,98";"-32,19948";"298,615"
"44,014";"-33,0356";"298,6123"
"44,047";"-33,86509";"298,6091"
"44,08";"-33,87071";"299,4308"
"44,114";"-34,70598";"299,431"
"44,147";"-35,53363";"299,4297"
"44,18";"-35,54466";"299,422"
"44,214";"-36,37778";"299,4206"
"44,247";"-37,2007";"299,4275"
"44,28";"-37,20943";"299,4272"
"44,314";"-38,0401";"299,4312"
"44,347";"-38,86783";"299,4284"
"44,38";"-39,69404";"299,4197"
"44,414";"-40,51876";"299,41"
"44,447";"-41,34665";"298,5999"
"44,48";"-42,16546";"298,6125"
"44,514";"-42,17408";"298,613"
"44,547";"-43,00401";"298,6171"
"44,58";"-43,01682";"298,6134"
"44,613";"-43,84038";"298,6156"
"44,647";"-43,84352";"298,6069"
"44,68";"-43,8534";"298,598"
"44,713";"-44,67558";"298,593"
"44,747";"-44,67676";"298,5811"
"44,78";"-44,68208";"298,5688"
"44,813";"-44,69305";"298,5567"
"44,847";"-45,51482";"298,5521"
"44,88";"-45,51752";"298,5465"
"44,913";"-46,33699";"298,5508"
"44,947";"-46,3456";"298,554"
"44,98";"-47,18264";"298,5703"
"45,013";"-48,82627";"299,4117"
"45,047";"-49,64756";"299,4258"
"45,08";"-50,47312";"300,256"
"45,113";"-51,30827";"300,2617"
"45,147";"-52,13926";"301,0877"
"45,18";"-52,97739";"301,0947"
"45,213";"-53,80577";"301,9243"
"45,247";"-54,62825";"301,954"
"45,28";"-55,44083";"302,787"
"45,313";"-55,45492";"302,8015"
"45,346";"-56,29163";"302,83"
"45,38";"-57,11474";"303,6526"
"45,413";"-57,93616";"303,6501"
"45,446";"-57,94563";"303,6514"
"45,48";"-58,77441";"303,6645"
"45,513";"-58,78446";"303,672"
"45,546";"-59,60952";"303,684"
"45,58";"-59,61295";"303,6894"
"45,613";"-60,43589";"303,6968"
"45,646";"-60,43272";"303,6964"
"45,68";"-60,43697";"303,6954"
"45,713";"-60,4435";"303,6903"
"45,746";"-61,26476";"303,6851"
"45,78";"-61,26875";"302,8659"
"45,813";"-61,27391";"302,8742"
"45,846";"-61,28411";"302,8759"
"45,88";"-62,11005";"302,8818"
"45,913";"-62,11225";"302,8769"
"45,946";"-62,11926";"302,8724"
"45,98";"-62,93878";"302,8685"
"46,013";"-62,93296";"302,8585"
"46,046";"-62,93047";"302,8494"
"46,079";"-62,92835";"302,8411"
"46,113";"-62,92245";"302,8303"
"46,146";"-62,91658";"302,8169"
"46,179";"-62,91752";"301,9953"
"46,213";"-62,9086";"301,9977"
"46,246";"-62,89871";"301,9987"
"46,279";"-62,07626";"301,996"
"46,313";"-62,08079";"302,001"
"46,346";"-62,08088";"302,0127"
"46,379";"-62,06879";"302,8351"
"46,413";"-62,05998";"302,8374"
"46,446";"-61,22698";"303,6538"
"46,479";"-61,22724";"303,663"
"46,513";"-61,2149";"304,4863"
"46,546";"-61,20528";"304,4841"
"46,579";"-60,37851";"304,4706"
"46,613";"-60,38179";"303,6555"
"46,646";"-59,55848";"303,6564"
"46,679";"-59,55641";"303,6556"
"46,713";"-59,54888";"303,6522"
"46,746";"-59,53833";"303,6392"
"46,779";"-58,71403";"303,6188"
"46,813";"-58,71351";"303,6005"
"46,846";"-58,71283";"302,7827"
"46,879";"-57,88741";"302,7877"
"46,912";"-57,88009";"302,7899"
"46,946";"-57,0546";"302,7818"
"46,979";"-57,04823";"302,7757"
"47,012";"-56,22662";"302,7741"
"47,046";"-56,22524";"302,7874"
"47,079";"-56,2084";"303,6064"
"47,112";"-55,38108";"303,5894"
"47,146";"-55,37725";"303,5789"
"47,179";"-54,55555";"303,5631"
"47,212";"-54,55475";"303,5489"
"47,246";"-54,55311";"303,5346"
"47,279";"-54,55165";"303,52"
"47,312";"-54,55061";"303,505"
"47,346";"-54,54949";"303,4896"
"47,379";"-54,54836";"303,4747"
"47,412";"-54,54782";"303,4603"
"47,446";"-54,5476";"303,4459"
"47,479";"-54,5562";"302,6312"
"47,512";"-54,55841";"302,6465"
"47,546";"-54,5606";"302,6614"
"47,579";"-54,56281";"302,6765"
"47,612";"-54,56634";"302,6917"
"47,645";"-54,57046";"302,7068"
"47,679";"-54,57492";"302,7221"
"47,712";"-54,57951";"302,7295"
"47,745";"-54,58471";"302,7357"
"47,779";"-54,59159";"302,7336"
"47,812";"-54,59921";"302,728"
"47,845";"-55,4235";"302,7192"
"47,879";"-55,41733";"302,7004"
"47,912";"-55,41993";"301,8783"
"47,945";"-55,41628";"301,8779"
"47,979";"-54,59184";"301,8624"
"48,012";"-55,42582";"301,0495"
"48,045";"-55,42216";"301,0597"
"48,079";"-55,41719";"301,0704"
"48,112";"-54,58412";"301,8829"
"48,145";"-54,58571";"301,8799"
"48,179";"-54,58631";"301,8784"
"48,212";"-54,5871";"301,884"
"48,245";"-54,58574";"301,8889"
"48,279";"-54,58331";"301,8925"
"48,312";"-53,7582";"301,8869"
"48,345";"-53,76336";"301,8847"
"48,378";"-53,76845";"301,8824"
"48,412";"-53,77415";"301,8764"
"48,445";"-54,59923";"301,8732"
"48,478";"-54,59565";"301,864"
"48,512";"-54,59212";"301,8581"
"48,545";"-54,59183";"301,8536"
"48,578";"-54,59452";"301,8494"
"48,612";"-54,59761";"301,8466"
"48,645";"-54,60245";"301,8439"
"48,678";"-54,61285";"301,8437"
"48,712";"-55,4369";"301,8543"
"48,745";"-55,43662";"301,8673"
"48,778";"-55,43425";"302,6829"
"48,812";"-56,26096";"302,6944"
"48,845";"-56,2616";"302,7061"
"48,878";"-56,25718";"303,5198"
"48,912";"-56,26067";"303,5083"
"48,945";"-56,26445";"303,5034"
"48,978";"-56,26635";"303,4943"
"49,012";"-56,26865";"303,486"
"49,045";"-56,27221";"303,4781"
"49,078";"-56,275";"303,4713"
"49,111";"-56,27513";"303,4651"
"49,145";"-56,27309";"303,4622"
"49,178";"-56,26579";"303,4594"
"49,211";"-56,25768";"303,4566"
