"Time";"Trajectoire 1/0/X";"Trajectoire 1/0/Y"
"49,245";"-56,24744";"303,4497"
"49,278";"-55,42529";"303,4379"
"49,311";"-55,42749";"303,4238"
"49,345";"-55,4337";"302,6054"
"49,378";"-55,42497";"302,6163"
"49,411";"-54,59553";"302,614"
"49,445";"-54,5838";"302,6161"
"49,478";"-53,74961";"302,6071"
"49,511";"-52,92775";"302,5923"
"49,545";"-52,93028";"301,7783"
"49,578";"-52,10777";"301,7803"
"49,611";"-52,10666";"301,7838"
"49,645";"-52,09909";"301,7859"
"49,678";"-52,08888";"301,7849"
"49,711";"-51,26628";"301,7796"
"49,745";"-51,27407";"301,7813"
"49,778";"-51,28099";"301,7877"
"49,811";"-51,2877";"301,7926"
"49,844";"-51,29515";"301,795"
"49,878";"-51,30657";"301,7912"
"49,911";"-52,12877";"301,7924"
"49,944";"-52,12309";"301,7864"
"49,978";"-52,12211";"301,7759"
"50,011";"-52,1252";"301,7629"
"50,044";"-52,13256";"301,7464"
"50,078";"-52,96282";"300,9303"
"50,111";"-52,95818";"300,9366"
"50,144";"-52,95925";"300,9395"
"50,178";"-52,96339";"300,9418"
"50,211";"-52,97256";"300,9484"
"50,244";"-53,79718";"300,9616"
"50,278";"-53,79334";"300,9722"
"50,311";"-53,78682";"301,7876"
"50,344";"-53,78831";"301,7789"
"50,378";"-53,79427";"301,7816"
"50,411";"-53,79345";"302,5979"
"50,444";"-54,61922";"302,6029"
"50,478";"-54,61714";"302,6028"
"50,511";"-54,61523";"302,6034"
"50,544";"-54,61355";"302,6042"
"50,577";"-54,61179";"302,6065"
"50,611";"-54,6087";"302,6083"
"50,644";"-54,6049";"302,6048"
"50,677";"-54,60139";"302,6009"
"50,711";"-54,59701";"302,5963"
"50,744";"-54,59066";"302,5908"
"50,777";"-54,58383";"302,5835"
"50,811";"-54,57444";"302,5721"
"50,844";"-53,75117";"302,5547"
"50,877";"-53,76519";"301,7396"
"50,911";"-53,76687";"301,7454"
"50,944";"-53,7631";"301,7419"
"50,977";"-53,75415";"301,7254"
"51,011";"-53,75184";"300,9047"
"51,044";"-52,92839";"300,9016"
"51,077";"-52,93102";"300,896"
"51,111";"-52,92809";"300,8876"
"51,144";"-52,92254";"300,8844"
"51,177";"-52,90662";"301,7023"
"51,211";"-52,07717";"302,5314"
"51,244";"-52,07121";"304,1904"
"51,277";"-52,05503";"306,6848"
"51,311";"-52,03321";"309,1735"
"51,344";"-51,18509";"311,6486"
"51,377";"-50,34307";"313,301"
"51,41";"-49,50505";"314,9641"
"51,444";"-49,48777";"316,6345"
"51,477";"-48,64354";"318,2946"
"51,51";"-47,80338";"319,9421"
"51,544";"-48,62634";"320,7837"
"51,577";"-46,12923";"322,4267"
"51,61";"-46,12568";"323,2629"
"51,644";"-50,27875";"323,2887"
"51,677";"-50,28008";"324,0981"
"51,71";"-50,29874";"324,1113"
"51,744";"-51,11467";"324,9401"
"51,777";"-51,11911";"324,9567"
"51,81";"-51,12094";"325,7758"
"51,844";"-51,13434";"325,7843"
"51,877";"-51,13488";"326,6071"
"51,91";"-51,12512";"327,4219"
"51,944";"-50,29807";"328,2332"
"51,977";"-50,2843";"329,0613"
"52,01";"-49,44185";"330,7037"
"52,044";"-47,75405";"334,0108"
"52,077";"-46,91115";"335,6591"
"52,11";"-46,09315";"336,4991"
"52,143";"-46,08818";"337,3391"
"52,177";"-46,08324";"338,1624"
"52,21";"-46,09443";"338,1642"
"52,243";"-46,92111";"338,1705"
"52,277";"-47,75003";"337,3572"
"52,31";"-47,75769";"337,3634"
"52,343";"-48,59271";"337,3746"
"52,377";"-49,41726";"337,3871"
"52,41";"-49,40886";"338,2061"
"52,443";"-49,40659";"338,2019"
"52,477";"-49,4069";"338,2031"
"52,51";"-49,41056";"338,2125"
"52,543";"-49,40703";"339,0372"
"52,577";"-49,40853";"339,0366"
"52,61";"-49,40626";"339,0413"
"52,643";"-48,57679";"339,8597"
"52,677";"-48,5761";"339,8637"
"52,71";"-47,75377";"339,8669"
"52,743";"-47,74116";"340,6955"
"52,777";"-46,90816";"340,6994"
"52,81";"-46,07341";"341,52"
"52,843";"-46,06389";"341,5249"
"52,876";"-45,22583";"342,3401"
"52,91";"-44,39859";"342,3305"
"52,943";"-44,38951";"342,335"
"52,976";"-43,54096";"343,1522"
"53,01";"-42,70543";"343,144"
"53,043";"-41,88157";"343,1414"
"53,076";"-41,87959";"343,1476"
"53,11";"-41,8708";"343,156"
"53,143";"-41,03701";"343,977"
"53,176";"-41,02972";"343,9757"
"53,21";"-40,20521";"343,9713"
"53,243";"-39,39345";"343,9698"
"53,276";"-39,39426";"343,9828"
"53,31";"-39,38872";"344,0006"
"53,343";"-39,37463";"344,827"
"53,376";"-39,36436";"344,8339"
"53,41";"-39,35549";"344,8499"
"53,443";"-39,33523";"345,6721"
"53,476";"-39,32066";"345,6651"
"53,51";"-39,30411";"345,6539"
"53,543";"-39,29427";"344,8399"
"53,576";"-39,27753";"345,6556"
"53,609";"-39,27248";"345,6433"
"53,643";"-39,27221";"345,6354"
"53,676";"-39,28042";"345,6465"
"53,709";"-40,08931";"346,472"
"53,743";"-40,07572";"346,4691"
"53,776";"-39,25356";"346,4689"
"53,809";"-39,25586";"346,4831"
"53,843";"-39,24394";"347,2979"
"53,876";"-38,4209";"347,2841"
"53,909";"-38,41663";"347,2889"
"53,943";"-37,58167";"348,0994"
"53,976";"-36,75784";"348,0924"
"54,009";"-36,75019";"348,1042"
"54,043";"-35,91079";"348,9228"
"54,076";"-35,08141";"348,9216"
"54,109";"-34,25633";"348,9257"
"54,143";"-34,24125";"349,749"
"54,176";"-33,40576";"349,7448"
"54,209";"-32,56838";"350,558"
"54,243";"-31,7424";"350,5497"
"54,276";"-31,73438";"350,5548"
"54,309";"-30,8901";"351,3676"
"54,342";"-30,05275";"351,3588"
"54,376";"-29,22062";"351,3589"
"54,409";"-29,20751";"352,1866"
"54,442";"-28,37573";"352,1887"
"54,476";"-28,36358";"353,0194"
"54,509";"-27,53446";"353,0214"
"54,542";"-27,52711";"353,8546"
"54,576";"-27,51722";"354,6772"
"54,609";"-26,68863";"354,6722"
"54,642";"-26,68774";"354,6788"
"54,676";"-26,67878";"355,5081"
"54,709";"-25,85201";"355,5034"
"54,742";"-25,8548";"355,5076"
"54,776";"-25,85727";"355,5121"
"54,809";"-25,85975";"355,5129"
"54,842";"-25,86101";"355,5008"
"54,876";"-25,86704";"354,6834"
"54,909";"-25,86569";"354,6871"
"54,942";"-25,86451";"354,6791"
"54,976";"-25,86136";"354,6672"
"55,009";"-25,85728";"354,6574"
"55,042";"-25,85669";"354,6489"
"55,075";"-25,85755";"354,6459"
"55,109";"-25,85933";"354,6513"
"55,142";"-25,86179";"354,6644"
"55,175";"-25,86031";"355,4932"
"55,209";"-25,8639";"355,5003"
"55,242";"-25,86053";"356,3185"
"55,275";"-25,86847";"356,3108"
"55,309";"-26,69589";"356,3062"
"55,342";"-26,70313";"355,4835"
"55,375";"-26,70852";"355,485"
"55,409";"-27,53834";"355,4815"
"55,442";"-28,36923";"354,6589"
"55,475";"-28,3698";"354,6505"
"55,509";"-29,19845";"353,8394"
"55,542";"-29,19059";"354,6638"
"55,575";"-29,19326";"354,6631"
"55,609";"-29,19703";"354,6699"
"55,642";"-29,19731";"355,4848"
"55,675";"-29,20826";"355,4784"
"55,709";"-30,02678";"355,4938"
"55,742";"-30,00681";"356,3195"
"55,775";"-29,1859";"356,3185"
"55,809";"-30,0056";"356,3354"
"55,842";"-29,98831";"357,1567"
"55,875";"-29,16063";"357,1515"
"55,908";"-29,15186";"357,1588"
"55,942";"-28,32273";"357,1585"
"55,975";"-28,31513";"357,1637"
"56,008";"-27,48833";"357,1645"
"56,042";"-27,48165";"357,1683"
"56,075";"-26,65439";"357,163"
"56,108";"-26,65208";"357,1626"
"56,142";"-26,64509";"357,1619"
"56,175";"-25,8159";"357,1508"
"56,208";"-25,81237";"357,1441"
"56,242";"-24,99162";"356,3148"
"56,275";"-24,98775";"356,3233"
"56,308";"-24,97939";"356,329"
"56,342";"-24,15172";"356,3245"
"56,375";"-24,14958";"356,3226"
"56,408";"-24,14189";"356,3173"
"56,442";"-23,31579";"356,3016"
"56,475";"-23,3213";"355,4795"
"56,508";"-23,31039";"356,3015"
"56,542";"-23,30269";"356,2983"
"56,575";"-22,47699";"356,2871"
"56,608";"-22,47991";"356,283"
"56,641";"-22,48061";"356,2777"
"56,675";"-22,48011";"356,2707"
"56,708";"-22,48007";"356,2635"
"56,741";"-22,48155";"356,256"
"56,775";"-22,485";"356,249"
"56,808";"-23,30832";"356,2494"
"56,841";"-23,30538";"356,2426"
"56,875";"-24,12942";"356,2456"
"56,908";"-24,12668";"356,2435"
"56,941";"-24,12947";"356,2399"
"56,975";"-24,95688";"356,246"
"57,008";"-24,95945";"356,2449"
"57,041";"-25,78687";"356,2523"
"57,075";"-26,61003";"356,2615"
"57,108";"-26,6083";"356,268"
"57,141";"-27,42713";"357,097"
"57,175";"-27,42731";"357,0963"
"57,208";"-28,2496";"357,9204"
"57,241";"-28,25314";"357,9118"
"57,275";"-29,07554";"357,913"
"57,308";"-29,07075";"357,9066"
"57,341";"-29,06285";"357,8987"
"57,374";"-28,23688";"357,0695"
"57,408";"-28,23379";"357,0729"
"57,441";"-28,22847";"357,072"
"57,474";"-28,21799";"357,0643"
"57,508";"-27,39265";"356,2371"
"57,541";"-27,38795";"356,2424"
"57,574";"-27,37799";"356,2415"
"57,608";"-26,55114";"356,2285"
"57,641";"-26,55187";"356,2197"
"57,674";"-26,55228";"356,2097"
"57,708";"-26,5527";"355,3896"
"57,741";"-26,54403";"355,3928"
"57,774";"-26,53425";"355,3894"
"57,808";"-25,70652";"354,5613"
"57,841";"-25,69247";"355,3821"
"57,874";"-24,85909";"355,3658"
"57,908";"-24,02743";"355,349"
"57,941";"-23,19793";"355,3347"
"57,974";"-22,37197";"354,5033"
"58,008";"-22,36303";"355,3299"
"58,041";"-21,53413";"355,3195"
"58,074";"-21,53415";"355,3165"
"58,107";"-21,53294";"355,3131"
"58,141";"-21,53";"355,3059"
"58,174";"-21,53088";"354,4798"
"58,207";"-21,52721";"354,4814"
"58,241";"-21,52116";"354,4814"
"58,274";"-21,51529";"354,4766"
"58,307";"-20,69167";"353,6447"
"58,341";"-20,69267";"353,6435"
"58,374";"-20,69417";"353,6418"
"58,407";"-20,69621";"353,6378"
"58,441";"-20,69756";"353,6335"
"58,474";"-20,7061";"352,8062"
"58,507";"-21,53256";"352,8173"
"58,541";"-21,53055";"352,8211"
"58,574";"-21,53236";"352,8231"
"58,607";"-22,35492";"353,6518"
"58,641";"-22,35643";"353,6501"
"58,674";"-23,17626";"354,49"
"58,707";"-23,16661";"356,1429"
"58,741";"-23,98416";"356,9864"
"58,774";"-23,96358";"359,4745"
"58,807";"-23,95215";"361,1417"
"58,84";"-23,94718";"362,8095"
"58,874";"-24,76025";"364,4846"
"58,907";"-24,74697";"366,152"
"58,94";"-24,73758";"367,8147"
"58,974";"-24,72773";"369,4716"
"59,007";"-25,54632";"370,3074"
"59,04";"-25,53699";"371,1409"
"59,074";"-25,53192";"371,9719"
"59,107";"-25,53183";"372,8041"
"59,14";"-26,35172";"373,6374"
"59,174";"-26,34188";"374,4612"
"59,207";"-25,51125";"375,28"
"59,24";"-26,33169";"376,1161"
"59,274";"-26,31746";"377,7684"
"59,307";"-26,31679";"378,6012"
"59,34";"-27,13477";"379,4442"
"59,374";"-27,12423";"381,1015"
"59,407";"-27,94093";"381,9388"
"59,44";"-27,93287";"382,7697"
"59,474";"-27,92825";"383,5942"
"59,507";"-27,93025";"383,5944"
"59,54";"-27,9316";"383,6003"
"59,573";"-29,58485";"384,443"
"59,607";"-29,58436";"384,4441"
"59,64";"-30,41146";"384,4573"
"59,673";"-30,40494";"385,2823"
"59,707";"-30,40547";"385,279"
"59,74";"-30,40529";"385,2794"
"59,773";"-30,40513";"385,2811"
"59,807";"-32,05449";"386,1213"
"59,84";"-32,05293";"386,1205"
"59,873";"-32,05065";"386,1234"
"59,907";"-29,55753";"386,1028"
"59,94";"-32,04311";"386,9524"
"59,973";"-28,72375";"386,9253"
"60,007";"-32,03613";"387,7811"
"60,04";"-31,20634";"387,7801"
"60,073";"-31,19254";"389,4332"
"60,107";"-31,19019";"389,4352"
"60,14";"-31,18598";"390,2633"
"60,173";"-32,00564";"391,0917"
"60,207";"-32,00265";"391,0918"
"60,24";"-31,99607";"391,9147"
"60,273";"-31,99426";"391,9121"
"60,307";"-31,99145";"391,9187"
"60,34";"-31,98454";"392,7505"
"60,373";"-31,98061";"393,5752"
"60,406";"-32,80486";"393,5832"
"60,44";"-32,7934";"394,4106"
"60,473";"-31,96414";"394,4082"
"60,506";"-31,95856";"395,2384"
"60,54";"-31,95321";"396,0635"
"60,573";"-31,95122";"396,0649"
"60,606";"-30,28913";"396,0554"
"60,64";"-29,45794";"396,0517"
"60,673";"-29,45569";"396,0552"
"60,706";"-28,62485";"396,0492"
"60,74";"-28,62335";"396,0498"
"60,773";"-24,4784";"395,1873"
"60,806";"-24,47631";"395,1882"
"60,84";"-23,6456";"395,1796"
"60,873";"-22,81607";"395,1699"
"60,906";"-22,81506";"395,1683"
"60,94";"-21,99038";"395,1544"
"60,973";"-21,16169";"395,1398"
"61,006";"-20,33568";"395,1266"
"61,04";"-19,51387";"395,1139"
"61,073";"-19,50363";"395,108"
"61,106";"-18,67429";"395,0925"
"61,139";"-18,66578";"395,0841"
"61,173";"-17,84295";"395,067"
"61,206";"-17,84661";"395,0567"
"61,239";"-17,84938";"395,0518"
"61,273";"-17,85429";"395,0492"
"61,306";"-17,86321";"395,0468"
"61,339";"-18,68647";"395,052"
"61,373";"-18,68074";"395,0523"
"61,406";"-18,67624";"395,0545"
"61,439";"-18,67212";"395,0625"
"61,473";"-18,66813";"395,0723"
"61,506";"-18,65491";"395,8916"
"61,539";"-17,82998";"395,877"
"61,573";"-17,82999";"395,8761"
"61,606";"-17,01139";"395,8768"
"61,639";"-17,01019";"396,7022"
"61,673";"-16,17264";"397,5176"
"61,706";"-15,34441";"397,5092"
"61,739";"-14,51804";"397,5065"
"61,773";"-14,51244";"398,3299"
"61,806";"-14,51322";"398,328"
"61,839";"-14,51421";"398,3272"
"61,872";"-15,34554";"398,3317"
"61,906";"-16,17744";"398,337"
"61,939";"-16,1778";"398,3365"
"61,972";"-16,1756";"398,3397"
"62,006";"-16,1727";"398,3407"
"62,039";"-15,34527";"398,3335"
"62,072";"-15,34897";"398,331"
"62,106";"-16,17655";"398,3338"
"62,139";"-16,1801";"397,507"
"62,172";"-16,17877";"397,5087"
"62,206";"-16,18061";"397,5065"
"62,239";"-16,18398";"397,5006"
"62,272";"-17,02069";"396,6801"
"62,306";"-17,02241";"396,6797"
"62,339";"-17,03193";"395,8547"
"62,372";"-17,8625";"395,862"
"62,406";"-17,86571";"395,856"
"62,439";"-17,87599";"395,0275"
"62,472";"-18,70581";"395,0339"
"62,506";"-18,7078";"395,0349"
"62,539";"-19,53206";"395,8694"
"62,572";"-19,52595";"396,6972"
"62,605";"-19,51812";"397,5298"
"62,639";"-18,67633";"399,1829"
"62,672";"-18,66296";"400,842"
"62,705";"-17,82682";"401,6675"
"62,739";"-18,64368";"403,335"
"62,772";"-17,80688";"404,1578"
"62,805";"-18,62304";"405,8214"
"62,839";"-17,79722";"406,6395"
"62,872";"-17,78891";"407,4598"
"62,905";"-17,77766";"407,4752"
"62,939";"-16,93731";"408,3083"
"62,972";"-16,1025";"409,1317"
"63,005";"-16,09592";"409,1429"
"63,039";"-15,25743";"409,9608"
"63,072";"-14,43131";"409,9492"
"63,105";"-14,43471";"409,131"
"63,139";"-13,60727";"409,1289"
"63,172";"-13,60458";"409,12"
"63,205";"-12,78551";"408,2886"
"63,239";"-12,78715";"408,2834"
"63,272";"-11,96667";"407,4525"
"63,305";"-11,96702";"407,4593"
"63,338";"-11,95705";"408,2779"
"63,372";"-11,1281";"408,2676"
"63,405";"-11,12547";"408,2738"
"63,438";"-10,29318";"409,0868"
"63,472";"-11,12001";"409,0928"
"63,505";"-11,11827";"409,1008"
"63,538";"-11,11256";"409,9196"
"63,572";"-11,11509";"409,9138"
"63,605";"-11,12124";"409,9145"
"63,638";"-11,94971";"409,9343"
"63,672";"-11,94959";"410,7581"
"63,705";"-12,78219";"410,7709"
"63,738";"-13,61087";"410,7935"
"63,772";"-14,42984";"411,6263"
"63,805";"-14,43843";"411,6328"
"63,838";"-15,26504";"412,4559"
"63,872";"-16,08949";"412,4574"
"63,905";"-16,08904";"412,463"
"63,938";"-16,09488";"412,472"
"63,972";"-16,10098";"412,4763"
"64,005";"-16,9328";"412,4822"
"64,038";"-17,76154";"412,478"
"64,071";"-17,76923";"411,653"
"64,105";"-17,7724";"411,652"
"64,138";"-17,77698";"411,6503"
"64,171";"-18,60424";"411,6557"
"64,205";"-18,6017";"411,66"
"64,238";"-18,59729";"412,4809"
"64,271";"-19,42544";"412,4901"
"64,305";"-19,42225";"413,3135"
"64,338";"-20,24969";"413,326"
"64,371";"-20,24605";"414,1552"
"64,405";"-21,06738";"414,9839"
"64,438";"-21,06868";"414,9865"
"64,471";"-21,07186";"414,9954"
"64,505";"-21,07393";"415,0051"
"64,538";"-21,07061";"415,8271"
"64,571";"-21,06898";"415,8309"
"64,605";"-21,06067";"416,6516"
"64,638";"-21,05735";"416,6508"
"64,671";"-21,05226";"416,6529"
"64,705";"-20,22681";"416,6434"
"64,738";"-20,22764";"416,6401"
"64,771";"-20,22019";"416,6365"
"64,804";"-19,38973";"416,6281"
"64,838";"-19,39125";"416,6254"
"64,871";"-19,39663";"416,6279"
"64,904";"-19,40216";"416,6307"
"64,938";"-20,22682";"416,6423"
"64,971";"-20,22811";"416,6448"
"65,004";"-21,05547";"416,6577"
"65,038";"-21,05577";"416,6614"
"65,071";"-21,88431";"416,6729"
"65,104";"-21,88762";"416,6732"
"65,138";"-22,71793";"416,6817"
"65,171";"-23,54739";"416,6921"
"65,204";"-24,37607";"416,7071"
"65,238";"-25,20062";"417,5365"
"65,271";"-26,03115";"417,5397"
"65,304";"-26,86085";"417,5515"
"65,338";"-27,6855";"418,3813"
"65,371";"-28,51463";"418,3907"
"65,404";"-27,68167";"418,3906"
"65,438";"-27,67532";"419,2169"
"65,471";"-27,67599";"419,2154"
"65,504";"-28,50327";"419,2383"
"65,538";"-29,31633";"420,0712"
"65,571";"-29,33162";"420,0808"
"65,604";"-30,17128";"420,9048"
"65,637";"-31,01484";"420,9066"
"65,671";"-31,8543";"420,9218"
"65,704";"-32,6825";"421,7555"
"65,737";"-33,51056";"422,5827"
"65,771";"-34,34029";"423,4117"
"65,804";"-35,98454";"424,2578"
"65,837";"-36,80749";"425,1008"
"65,871";"-38,44794";"426,7638"
"65,904";"-39,26982";"427,5974"
"65,937";"-40,09404";"428,4376"
"65,971";"-40,91854";"429,2775"
"66,004";"-41,7402";"430,1156"
"66,037";"-42,55801";"430,9454"
"66,071";"-42,56201";"430,9465"
"66,104";"-43,38477";"431,772"
"66,137";"-44,20564";"431,7751"
"66,171";"-44,20147";"431,7798"
"66,204";"-44,19941";"432,5948"
"66,237";"-44,20535";"432,6104"
"66,271";"-44,20492";"433,4338"
"66,304";"-44,19803";"433,4426"
"66,337";"-43,37053";"434,2566"
"66,37";"-42,54813";"434,2448"
"66,404";"-41,71749";"434,2361"
"66,437";"-40,88002";"434,2335"
"66,47";"-39,21231";"435,0395"
"66,504";"-39,20405";"435,0332"
"66,537";"-38,37368";"435,0225"
"66,57";"-37,55079";"435,0215"
"66,604";"-37,54";"435,8412"
"66,637";"-37,5318";"435,8503"
"66,67";"-37,52358";"436,6781"
"66,704";"-37,53046";"436,6896"
"66,737";"-38,34848";"437,5183"
"66,77";"-38,34862";"437,5196"
"66,804";"-38,35454";"437,5277"
"66,837";"-39,17457";"437,5437"
"66,87";"-39,16911";"438,3629"
"66,904";"-39,99448";"438,364"
"66,937";"-40,00507";"438,3672"
"66,97";"-40,83806";"438,3835"
"67,004";"-41,6617";"439,216"
"67,037";"-42,48977";"439,2222"
"67,07";"-42,49805";"439,2258"
"67,103";"-43,32802";"439,2357"
"67,137";"-43,33862";"439,2383"
"67,17";"-43,34999";"439,2305"
"67,203";"-44,1655";"439,2279"
"67,237";"-43,34947";"439,2098"
"67,27";"-43,35633";"439,1954"
"67,303";"-43,34904";"439,1804"
"67,337";"-43,33457";"439,174"
"67,37";"-42,51408";"439,1737"
"67,403";"-42,51304";"439,989"
"67,437";"-42,51522";"439,9848"
"67,47";"-42,51707";"439,9914"
"67,503";"-42,51255";"440,8077"
"67,537";"-42,51351";"440,8017"
"67,57";"-42,51232";"440,8042"
"67,603";"-42,50863";"440,8096"
"67,637";"-42,50388";"440,8208"
"67,67";"-42,49192";"441,6407"
"67,703";"-42,48926";"441,6312"
"67,737";"-42,49489";"441,6209"
"67,77";"-43,32172";"440,8082"
"67,803";"-43,32777";"440,8098"
"67,836";"-44,14986";"440,8059"
"67,87";"-44,16242";"439,9871"
"67,903";"-44,98738";"439,9986"
"67,936";"-45,80852";"440,0085"
"67,97";"-45,81505";"440,0038"
"68,003";"-46,6478";"440,0083"
"68,036";"-47,47183";"440,0118"
"68,07";"-47,48199";"439,1884"
"68,103";"-47,48278";"439,1945"
"68,136";"-47,48098";"439,2"
"68,17";"-47,47789";"439,2038"
"68,203";"-47,47452";"439,2066"
"68,236";"-47,47336";"439,2092"
"68,27";"-47,47746";"439,2127"
"68,303";"-48,30532";"439,2258"
"68,336";"-48,30235";"440,0538"
"68,37";"-49,12836";"440,0605"
"68,403";"-49,13416";"440,0624"
"68,436";"-49,9614";"440,0704"
"68,47";"-49,96659";"440,075"
"68,503";"-49,9722";"440,0796"
"68,536";"-50,80137";"440,9157"
"68,569";"-51,63149";"440,925"
"68,603";"-52,45101";"441,7631"
"68,636";"-53,26185";"442,5822"
"68,669";"-54,07115";"442,6021"
"68,703";"-54,07228";"443,4243"
"68,736";"-54,90096";"443,4495"
"68,769";"-55,71602";"444,2841"
"68,803";"-55,72291";"444,2946"
"68,836";"-56,54623";"445,1226"
"68,869";"-56,55013";"445,1226"
"68,903";"-56,55539";"445,1304"
"68,936";"-56,55523";"445,9596"
"68,969";"-56,56093";"445,9634"
"69,003";"-56,55124";"446,7915"
"69,036";"-55,72529";"446,7895"
"69,069";"-54,89297";"447,6133"
"69,103";"-54,88565";"447,6158"
"69,136";"-54,04595";"448,4356"
"69,169";"-53,2162";"448,4302"
"69,203";"-53,20502";"448,4492"
"69,236";"-52,38947";"448,4636"
"69,269";"-52,39868";"448,466"
"69,302";"-52,40604";"448,4482"
"69,336";"-52,42302";"447,6248"
"69,369";"-52,43329";"447,6085"
"69,402";"-53,25898";"446,7933"
"69,436";"-52,44019";"446,8"
"69,469";"-52,44032";"446,8123"
"69,502";"-51,61864";"446,8186"
"69,536";"-51,60971";"446,8224"
"69,569";"-50,78754";"446,8238"
"69,602";"-50,79007";"446,8308"
"69,636";"-50,79325";"446,839"
"69,669";"-51,62399";"446,8536"
"69,702";"-52,44849";"446,8627"
"69,736";"-52,44818";"446,8599"
"69,769";"-53,27579";"446,8635"
"69,802";"-53,27551";"446,8548"
"69,836";"-54,10838";"446,0444"
"69,869";"-54,10154";"446,0502"
"69,902";"-54,08937";"446,0351"
"69,936";"-53,27689";"446,0197"
"69,969";"-53,2677";"446,0137"
"70,002";"-52,44007";"446,0158"
"70,036";"-51,60932";"446,8212"
"70,069";"-50,79192";"446,8086"
"70,102";"-50,7872";"446,8154"
"70,135";"-49,96132";"447,6232"
"70,169";"-49,96352";"447,6079"
"70,202";"-49,95766";"447,5928"
"70,235";"-49,95622";"446,777"
"70,269";"-49,13677";"446,7835"
"70,302";"-49,13601";"447,5948"
"70,335";"-49,13354";"447,5898"
"70,369";"-49,11884";"448,4011"
"70,402";"-49,10843";"448,4033"
"70,435";"-48,273";"449,2127"
"70,469";"-48,26411";"449,2015"
"70,502";"-47,44036";"449,1818"
"70,535";"-47,44662";"448,3602"
"70,569";"-46,62806";"448,3575"
"70,602";"-46,62997";"448,3465"
"70,635";"-46,64301";"447,5284"
"70,669";"-46,65123";"447,527"
"70,702";"-46,66413";"447,5146"
"70,735";"-47,50045";"446,6976"
"70,769";"-47,50009";"446,7026"
"70,802";"-47,4995";"446,7028"
"70,835";"-47,50016";"446,7034"
"70,868";"-47,49944";"446,7018"
"70,902";"-47,5024";"446,6961"
"70,935";"-47,50476";"446,6884"
"70,968";"-47,50975";"446,6793"
"71,002";"-47,51487";"446,6698"
"71,035";"-47,51994";"446,6605"
"71,068";"-47,52541";"446,6514"
"71,102";"-47,52718";"446,6393"
"71,135";"-47,529";"446,6266"
"71,168";"-47,54036";"445,8034"
"71,202";"-47,54461";"445,8108"
"71,235";"-47,54861";"445,8169"
"71,268";"-47,55315";"445,8235"
"71,302";"-47,56012";"445,8233"
"71,335";"-47,56651";"445,8236"
"71,368";"-47,57233";"445,8243"
"71,402";"-47,58105";"445,8253"
"71,435";"-48,40699";"445,8286"
"71,468";"-48,40305";"445,8235"
"71,502";"-47,58406";"445,8097"
"71,535";"-47,59576";"445,8017"
"71,568";"-48,42302";"445,7988"
"71,601";"-48,42101";"445,7897"
"71,635";"-48,42255";"445,7842"
"71,668";"-48,42598";"445,7791"
"71,701";"-48,43058";"445,7747"
"71,735";"-48,4355";"445,7715"
"71,768";"-48,43863";"445,7673"
"71,801";"-48,44165";"445,7637"
"71,835";"-48,44307";"445,7599"
"71,868";"-48,44379";"445,7554"
"71,901";"-48,43959";"446,5785"
"71,935";"-48,44128";"446,5668"
"71,968";"-48,45173";"445,7492"
"72,001";"-48,45801";"445,7621"
"72,035";"-48,46872";"444,9422"
"72,068";"-48,47254";"444,9534"
"72,101";"-48,4758";"444,9607"
"72,135";"-48,47755";"444,971"
"72,168";"-48,47077";"445,7863"
"72,201";"-48,46917";"445,7709"
"72,235";"-48,46562";"445,7552"
"72,268";"-48,45428";"446,5704"
"72,301";"-48,44999";"446,5557"
"72,334";"-48,44539";"446,5405"
"72,368";"-48,45046";"445,7195"
"72,401";"-48,44962";"445,7293"
"72,434";"-48,45155";"445,7396"
"72,468";"-48,45453";"445,7498"
"72,501";"-48,45868";"445,7604"
"72,534";"-48,46982";"444,9415"
"72,568";"-48,46578";"445,7568"
"72,601";"-48,46064";"446,5738"
"72,634";"-48,46275";"446,5608"
"72,668";"-48,46468";"446,5468"
"72,701";"-48,47506";"445,7283"
"72,734";"-48,47821";"445,7407"
"72,768";"-48,47827";"445,752"
"72,801";"-48,47724";"445,7568"
"72,834";"-48,47579";"445,7611"
"72,868";"-48,47795";"444,9334"
"72,901";"-47,65928";"444,9339"
"72,934";"-47,66865";"444,9452"
"72,968";"-47,67273";"444,9553"
"73,001";"-47,66288";"445,7714"
"73,034";"-46,84188";"445,7521"
"73,067";"-46,84654";"445,7399"
"73,101";"-46,84056";"446,5612"
"73,134";"-46,83891";"446,5583"
"73,167";"-46,01745";"446,5557"
"73,201";"-46,02474";"446,5666"
"73,234";"-46,02815";"446,5782"
"73,267";"-46,02531";"446,5686"
"73,301";"-45,19613";"447,3853"
"73,334";"-45,19835";"447,3781"
"73,367";"-45,19725";"447,3688"
"73,401";"-45,19354";"447,3575"
"73,434";"-45,18864";"447,3458"
"73,467";"-45,18731";"447,3465"
"73,501";"-45,18635";"447,3526"
"73,534";"-45,19382";"447,3633"
"73,567";"-45,2095";"447,3752"
"73,601";"-46,02129";"447,394"
"73,634";"-46,01234";"447,41"
"73,667";"-46,02113";"446,603"
"73,701";"-46,03174";"446,6269"
"73,734";"-46,04702";"446,6505"
"73,767";"-46,8585";"446,6775"
"73,8";"-46,84378";"446,6981"
