"Time";"Marqueur 1/0/X";"Marqueur 1/0/Y"
"35,919";"23";"169"
"35,952";"23";"169"
"35,985";"23";"169"
"36,018";"22";"169"
"36,052";"22";"169"
"36,085";"22";"169"
"36,118";"22";"169"
"36,152";"22";"169"
"36,185";"22";"169"
"36,218";"21";"169"
"36,252";"21";"169"
"36,285";"20";"169"
"36,318";"20";"169"
"36,352";"19";"169"
"36,385";"18";"169"
"36,418";"17";"169"
"36,452";"17";"169"
"36,485";"17";"169"
"36,518";"18";"169"
"36,552";"19";"168"
"36,585";"20";"168"
"36,618";"21";"168"
"36,652";"22";"169"
"36,685";"23";"169"
"36,718";"24";"170"
"36,752";"24";"170"
"36,785";"25";"170"
"36,818";"26";"170"
"36,851";"26";"170"
"36,885";"26";"170"
"36,918";"26";"170"
"36,951";"27";"170"
"36,985";"27";"169"
"37,018";"27";"170"
"37,051";"27";"170"
"37,085";"27";"170"
"37,118";"27";"170"
"37,151";"27";"170"
"37,185";"27";"170"
"37,218";"27";"170"
"37,251";"26";"170"
"37,285";"26";"170"
"37,318";"26";"170"
"37,351";"26";"170"
"37,385";"26";"169"
"37,418";"26";"169"
"37,451";"26";"169"
"37,485";"27";"169"
"37,518";"27";"169"
"37,551";"27";"168"
"37,585";"26";"169"
"37,618";"26";"169"
"37,651";"26";"170"
"37,684";"26";"171"
"37,718";"27";"173"
"37,751";"27";"176"
"37,784";"28";"179"
"37,818";"29";"182"
"37,851";"30";"185"
"37,884";"31";"187"
"37,918";"32";"190"
"37,951";"34";"193"
"37,984";"37";"197"
"38,018";"38";"199"
"38,051";"39";"200"
"38,084";"40";"202"
"38,118";"41";"204"
"38,151";"42";"205"
"38,184";"43";"207"
"38,218";"44";"208"
"38,251";"45";"210"
"38,284";"47";"214"
"38,318";"49";"216"
"38,351";"51";"218"
"38,384";"53";"220"
"38,417";"54";"221"
"38,451";"55";"223"
"38,484";"55";"223"
"38,517";"56";"224"
"38,551";"56";"224"
"38,584";"56";"225"
"38,617";"57";"226"
"38,651";"57";"226"
"38,684";"57";"227"
"38,717";"57";"228"
"38,751";"56";"228"
"38,784";"56";"229"
"38,817";"56";"229"
"38,851";"55";"228"
"38,884";"54";"228"
"38,917";"54";"228"
"38,951";"53";"227"
"38,984";"53";"227"
"39,017";"52";"227"
"39,051";"52";"227"
"39,084";"52";"227"
"39,117";"52";"227"
"39,151";"52";"227"
"39,184";"52";"227"
"39,217";"52";"227"
"39,25";"51";"227"
"39,284";"51";"227"
"39,317";"50";"227"
"39,35";"50";"227"
"39,384";"49";"228"
"39,417";"49";"228"
"39,45";"49";"229"
"39,484";"50";"230"
"39,517";"50";"230"
"39,55";"50";"231"
"39,584";"51";"232"
"39,617";"51";"233"
"39,65";"51";"233"
"39,684";"51";"233"
"39,717";"51";"234"
"39,75";"51";"234"
"39,784";"51";"234"
"39,817";"51";"235"
"39,85";"51";"236"
"39,884";"51";"237"
"39,917";"51";"238"
"39,95";"52";"239"
"39,984";"52";"239"
"40,017";"53";"240"
"40,05";"54";"241"
"40,083";"54";"241"
"40,117";"55";"242"
"40,15";"56";"242"
"40,183";"59";"244"
"40,217";"60";"244"
"40,25";"61";"245"
"40,283";"61";"245"
"40,317";"61";"246"
"40,35";"62";"246"
"40,383";"62";"247"
"40,417";"62";"247"
"40,45";"62";"248"
"40,483";"61";"248"
"40,517";"61";"249"
"40,55";"61";"249"
"40,583";"61";"249"
"40,617";"60";"249"
"40,65";"60";"249"
"40,683";"60";"248"
"40,717";"59";"248"
"40,75";"59";"247"
"40,783";"59";"247"
"40,817";"58";"247"
"40,85";"58";"246"
"40,883";"58";"246"
"40,916";"57";"246"
"40,95";"57";"246"
"40,983";"57";"246"
"41,016";"57";"246"
"41,05";"56";"246"
"41,083";"56";"246"
"41,116";"56";"246"
"41,15";"55";"246"
"41,183";"55";"247"
"41,216";"55";"247"
"41,25";"55";"247"
"41,283";"55";"247"
"41,316";"55";"247"
"41,35";"55";"247"
"41,383";"55";"247"
"41,416";"55";"247"
"41,45";"55";"247"
"41,483";"55";"247"
"41,516";"55";"247"
"41,55";"56";"247"
"41,583";"56";"247"
"41,616";"57";"247"
"41,649";"57";"247"
"41,683";"57";"247"
"41,716";"58";"247"
"41,749";"58";"246"
"41,783";"58";"246"
"41,816";"58";"246"
"41,849";"58";"246"
"41,883";"58";"246"
"41,916";"58";"246"
"41,949";"58";"247"
"41,983";"58";"246"
"42,016";"59";"247"
"42,049";"59";"246"
"42,083";"59";"246"
"42,116";"60";"246"
"42,149";"60";"246"
"42,183";"59";"245"
"42,216";"59";"245"
"42,249";"59";"245"
"42,283";"59";"245"
"42,316";"59";"245"
"42,349";"59";"245"
"42,383";"59";"245"
"42,416";"59";"245"
"42,449";"59";"245"
"42,482";"59";"244"
"42,516";"60";"245"
"42,549";"60";"245"
"42,582";"60";"245"
"42,616";"60";"245"
"42,649";"60";"245"
"42,682";"60";"245"
"42,716";"60";"244"
"42,749";"60";"244"
"42,782";"61";"244"
"42,816";"61";"244"
"42,849";"61";"245"
"42,882";"61";"245"
"42,916";"61";"245"
"42,949";"61";"245"
"42,982";"60";"245"
"43,016";"60";"245"
"43,049";"60";"246"
"43,082";"60";"246"
"43,116";"60";"246"
"43,149";"60";"246"
"43,182";"59";"247"
"43,216";"59";"247"
"43,249";"59";"247"
"43,282";"59";"247"
"43,315";"58";"247"
"43,349";"58";"247"
"43,382";"58";"247"
"43,415";"58";"247"
"43,449";"58";"247"
"43,482";"58";"247"
"43,515";"58";"248"
"43,549";"58";"248"
"43,582";"58";"248"
"43,615";"59";"248"
"43,649";"59";"248"
"43,682";"59";"248"
"43,715";"59";"248"
"43,749";"60";"248"
"43,782";"60";"248"
"43,815";"60";"248"
"43,849";"60";"248"
"43,882";"61";"248"
"43,915";"61";"248"
"43,949";"61";"248"
"43,982";"61";"248"
"44,015";"62";"248"
"44,049";"62";"248"
"44,082";"62";"248"
"44,115";"62";"248"
"44,148";"63";"248"
"44,182";"63";"248"
"44,215";"63";"248"
"44,248";"63";"249"
"44,282";"63";"249"
"44,315";"63";"249"
"44,348";"63";"248"
"44,382";"63";"248"
"44,415";"63";"248"
"44,448";"62";"248"
"44,482";"62";"248"
"44,515";"62";"248"
"44,548";"62";"248"
"44,582";"62";"248"
"44,615";"62";"248"
"44,648";"61";"248"
"44,682";"61";"248"
"44,715";"61";"248"
"44,748";"61";"248"
"44,782";"61";"248"
"44,815";"61";"248"
"44,848";"61";"248"
"44,881";"61";"248"
"44,915";"61";"248"
"44,948";"61";"248"
"44,981";"61";"248"
"45,015";"60";"248"
"45,048";"60";"248"
"45,081";"59";"248"
"45,115";"59";"248"
"45,148";"58";"248"
"45,181";"58";"249"
"45,215";"58";"249"
"45,248";"58";"249"
"45,281";"57";"249"
"45,315";"57";"249"
"45,348";"58";"249"
"45,381";"58";"249"
"45,415";"58";"249"
"45,448";"59";"249"
"45,481";"60";"249"
"45,515";"60";"249"
"45,548";"61";"248"
"45,581";"62";"248"
"45,615";"62";"248"
"45,648";"63";"248"
"45,681";"63";"248"
"45,714";"64";"248"
"45,748";"64";"248"
"45,781";"65";"248"
"45,814";"65";"247"
"45,848";"66";"247"
"45,881";"66";"247"
"45,914";"67";"247"
"45,948";"67";"247"
"45,981";"68";"247"
"46,014";"69";"247"
"46,048";"69";"247"
"46,081";"69";"247"
"46,114";"69";"246"
"46,148";"69";"247"
"46,181";"69";"246"
"46,214";"70";"247"
"46,248";"69";"246"
"46,281";"69";"246"
"46,314";"69";"246"
"46,348";"69";"246"
"46,381";"69";"246"
"46,414";"69";"246"
"46,448";"69";"246"
"46,481";"69";"246"
"46,514";"68";"246"
"46,547";"68";"246"
"46,581";"67";"246"
"46,614";"67";"246"
"46,647";"66";"246"
"46,681";"66";"246"
"46,714";"65";"246"
"46,747";"64";"246"
"46,781";"64";"246"
"46,814";"63";"246"
"46,847";"63";"246"
"46,881";"62";"245"
"46,914";"61";"245"
"46,947";"60";"245"
"46,981";"59";"245"
"47,014";"59";"245"
"47,047";"58";"246"
"47,081";"58";"246"
"47,114";"58";"246"
"47,147";"58";"246"
"47,181";"58";"246"
"47,214";"58";"246"
"47,247";"58";"246"
"47,281";"58";"246"
"47,314";"58";"246"
"47,347";"57";"246"
"47,38";"57";"246"
"47,414";"57";"246"
"47,447";"57";"246"
"47,48";"57";"246"
"47,514";"57";"245"
"47,547";"57";"245"
"47,58";"57";"244"
"47,614";"57";"244"
"47,647";"58";"244"
"47,68";"58";"244"
"47,714";"58";"244"
"47,747";"58";"243"
"47,78";"58";"243"
"47,814";"58";"243"
"47,847";"58";"243"
"47,88";"58";"243"
"47,914";"59";"245"
"47,947";"59";"247"
"47,98";"59";"250"
"48,014";"59";"254"
"48,047";"59";"258"
"48,08";"59";"262"
"48,113";"59";"264"
"48,147";"59";"267"
"48,18";"59";"269"
"48,213";"59";"271"
"48,247";"58";"272"
"48,28";"57";"274"
"48,313";"57";"276"
"48,347";"57";"278"
"48,38";"56";"280"
"48,413";"55";"282"
"48,447";"54";"283"
"48,48";"52";"284"
"48,513";"50";"285"
"48,547";"49";"286"
"48,58";"48";"287"
"48,613";"47";"287"
"48,647";"47";"287"
"48,68";"46";"288"
"48,713";"46";"288"
"48,747";"46";"288"
"48,78";"47";"288"
"48,813";"48";"288"
"48,847";"49";"287"
"48,88";"50";"286"
"48,913";"51";"286"
"48,946";"52";"285"
"48,98";"42";"288"
"49,013";"42";"288"
"49,046";"42";"288"
"49,08";"43";"289"
"49,113";"43";"289"
"49,146";"43";"289"
"49,18";"43";"290"
"49,213";"42";"290"
"49,246";"42";"290"
"49,28";"41";"290"
"49,313";"41";"290"
"49,346";"41";"290"
"49,38";"40";"290"
"49,413";"39";"290"
"49,446";"39";"290"
"49,48";"39";"290"
"49,513";"38";"290"
"49,546";"38";"290"
"49,58";"38";"290"
"49,613";"38";"291"
"49,646";"38";"292"
"49,68";"37";"292"
"49,713";"37";"293"
"49,746";"36";"294"
"49,779";"35";"295"
"49,813";"35";"296"
"49,846";"34";"297"
"49,879";"33";"298"
"49,913";"33";"298"
"49,946";"33";"299"
"49,979";"33";"300"
"50,013";"33";"300"
"50,046";"33";"300"
"50,079";"32";"300"
"50,113";"33";"300"
"50,146";"33";"300"
"50,179";"33";"300"
"50,213";"33";"300"
"50,246";"33";"300"
"50,279";"34";"301"
"50,313";"34";"301"
"50,346";"34";"302"
"50,379";"34";"302"
"50,413";"34";"302"
"50,446";"34";"302"
"50,479";"34";"302"
"50,513";"34";"303"
"50,546";"34";"303"
"50,579";"34";"303"
"50,612";"33";"303"
"50,646";"33";"304"
"50,679";"32";"304"
"50,712";"32";"304"
"50,746";"31";"305"
"50,779";"31";"305"
"50,812";"30";"306"
"50,846";"30";"306"
"50,879";"30";"306"
"50,912";"30";"306"
"50,946";"30";"306"
"50,979";"31";"306"
"51,012";"31";"306"
"51,046";"32";"306"
"51,079";"33";"306"
"51,112";"34";"306"
"51,146";"35";"306"
"51,179";"35";"306"
"51,212";"35";"306"
"51,246";"36";"306"
"51,279";"36";"306"
"51,312";"37";"306"
"51,345";"37";"306"
"51,379";"37";"306"
"51,412";"36";"306"
"51,445";"36";"306"
"51,479";"35";"306"
"51,512";"36";"306"
"51,545";"36";"306"
"51,579";"36";"306"
"51,612";"37";"307"
"51,645";"38";"307"
"51,679";"39";"307"
"51,712";"49";"306"
"51,745";"49";"306"
"51,779";"49";"306"
"51,812";"50";"306"
"51,845";"50";"306"
"51,879";"51";"306"
"51,912";"52";"307"
"51,945";"52";"307"
"51,979";"53";"307"
"52,012";"54";"307"
"52,045";"55";"308"
"52,079";"56";"308"
"52,112";"57";"309"
"52,145";"58";"310"
"52,178";"59";"310"
"52,212";"60";"311"
"52,245";"61";"312"
"52,278";"61";"313"
"52,312";"62";"314"
"52,345";"62";"314"
"52,378";"62";"314"
"52,412";"63";"314"
"52,445";"64";"314"
"52,478";"64";"314"
"52,512";"64";"314"
"52,545";"64";"314"
"52,578";"64";"314"
"52,612";"63";"314"
"52,645";"62";"314"
"52,678";"61";"314"
"52,712";"60";"314"
"52,745";"59";"314"
"52,778";"58";"314"
"52,812";"57";"314"
"52,845";"56";"314"
"52,878";"54";"313"
"52,912";"52";"313"
"52,945";"51";"314"
"52,978";"49";"314"
"53,011";"47";"314"
"53,045";"45";"314"
"53,078";"44";"314"
"53,111";"42";"314"
"53,145";"41";"315"
"53,178";"41";"315"
"53,211";"41";"316"
"53,245";"41";"316"
"53,278";"41";"317"
"53,311";"42";"317"
"53,345";"43";"317"
"53,378";"44";"317"
"53,411";"46";"317"
"53,445";"47";"316"
"53,478";"48";"316"
"53,511";"50";"316"
"53,545";"51";"316"
"53,578";"52";"316"
"53,611";"54";"316"
"53,645";"55";"315"
"53,678";"57";"315"
"53,711";"58";"315"
"53,745";"60";"315"
"53,778";"61";"315"
"53,811";"62";"314"
"53,844";"63";"314"
"53,878";"64";"314"
"53,911";"64";"314"
"53,944";"65";"314"
"53,978";"66";"313"
"54,011";"67";"313"
"54,044";"68";"313"
"54,078";"69";"312"
"54,111";"69";"312"
"54,144";"70";"312"
"54,178";"71";"312"
"54,211";"71";"312"
"54,244";"71";"312"
"54,278";"72";"312"
"54,311";"72";"312"
"54,344";"72";"312"
"54,378";"73";"312"
"54,411";"73";"312"
"54,444";"73";"312"
"54,478";"73";"312"
"54,511";"73";"312"
"54,544";"73";"312"
"54,577";"73";"312"
"54,611";"73";"312"
"54,644";"72";"312"
"54,677";"72";"312"
"54,711";"71";"312"
"54,744";"70";"312"
"54,777";"69";"312"
"54,811";"68";"312"
"54,844";"67";"313"
"54,877";"66";"313"
"54,911";"65";"314"
"54,944";"64";"314"
"54,977";"63";"315"
"55,011";"62";"315"
"55,044";"62";"316"
"55,077";"61";"315"
"55,111";"61";"315"
"55,144";"62";"315"
"55,177";"62";"315"
"55,211";"63";"315"
"55,244";"63";"316"
"55,277";"64";"316"
"55,311";"65";"316"
"55,344";"65";"316"
"55,377";"66";"316"
"55,41";"67";"316"
"55,444";"68";"316"
"55,477";"69";"316"
"55,51";"70";"315"
"55,544";"71";"315"
"55,577";"72";"315"
"55,61";"73";"315"
"55,644";"75";"314"
"55,677";"74";"315"
"55,71";"74";"315"
"55,744";"75";"315"
"55,777";"75";"315"
"55,81";"75";"314"
"55,844";"75";"314"
"55,877";"74";"314"
"55,91";"74";"313"
"55,944";"74";"313"
"55,977";"74";"313"
"56,01";"74";"312"
"56,044";"74";"312"
"56,077";"73";"312"
"56,11";"73";"311"
"56,144";"73";"311"
"56,177";"72";"310"
"56,21";"72";"310"
"56,243";"72";"309"
"56,277";"71";"309"
"56,31";"70";"309"
"56,343";"69";"308"
"56,377";"69";"308"
"56,41";"68";"309"
"56,443";"68";"309"
"56,477";"68";"309"
"56,51";"68";"309"
"56,543";"68";"310"
"56,577";"68";"310"
"56,61";"68";"310"
"56,643";"68";"311"
"56,677";"69";"311"
"56,71";"69";"312"
"56,743";"69";"312"
"56,777";"69";"313"
"56,81";"70";"313"
"56,843";"70";"313"
"56,877";"70";"313"
"56,91";"70";"313"
"56,943";"70";"313"
"56,977";"70";"313"
"57,01";"69";"313"
"57,043";"69";"314"
"57,076";"68";"314"
"57,11";"67";"314"
"57,143";"66";"314"
"57,176";"65";"314"
"57,21";"64";"314"
"57,243";"63";"314"
"57,276";"62";"314"
"57,31";"62";"314"
"57,343";"61";"314"
"57,376";"60";"314"
"57,41";"59";"314"
"57,443";"58";"314"
"57,476";"57";"314"
"57,51";"57";"313"
"57,543";"56";"313"
"57,576";"55";"313"
"57,61";"55";"312"
"57,643";"54";"311"
"57,676";"53";"311"
"57,71";"53";"310"
"57,743";"52";"310"
"57,776";"51";"309"
"57,809";"50";"309"
"57,843";"49";"308"
"57,876";"48";"308"
"57,909";"47";"308"
"57,943";"46";"308"
"57,976";"46";"308"
"58,009";"45";"308"
"58,043";"44";"308"
"58,076";"43";"308"
"58,109";"42";"308"
"58,143";"42";"308"
"58,176";"41";"308"
"58,209";"40";"308"
"58,243";"40";"308"
"58,276";"39";"308"
"58,309";"38";"308"
"58,343";"37";"308"
"58,376";"36";"308"
"58,409";"36";"308"
"58,443";"35";"308"
"58,476";"35";"309"
"58,509";"34";"308"
"58,543";"34";"308"
"58,576";"33";"308"
"58,609";"45";"306"
"58,642";"45";"306"
"58,676";"45";"305"
"58,709";"44";"305"
"58,742";"44";"305"
"58,776";"44";"305"
"58,809";"45";"305"
"58,842";"45";"305"
"58,876";"45";"305"
"58,909";"45";"305"
"58,942";"45";"305"
"58,976";"46";"304"
"59,009";"46";"304"
"59,042";"46";"304"
"59,076";"46";"304"
"59,109";"46";"304"
"59,142";"47";"304"
"59,176";"47";"304"
"59,209";"47";"304"
"59,242";"47";"304"
"59,276";"47";"304"
"59,309";"47";"304"
"59,342";"47";"304"
"59,376";"47";"304"
"59,409";"47";"304"
"59,442";"48";"304"
"59,475";"48";"304"
"59,509";"48";"304"
"59,542";"48";"304"
"59,575";"48";"304"
"59,609";"48";"304"
"59,642";"48";"304"
"59,675";"48";"304"
"59,709";"48";"304"
"59,742";"48";"304"
"59,775";"48";"304"
"59,809";"48";"304"
"59,842";"48";"304"
"59,875";"48";"304"
"59,909";"48";"304"
"59,942";"48";"304"
"59,975";"48";"304"
"60,009";"48";"304"
"60,042";"48";"304"
"60,075";"48";"304"
"60,109";"48";"304"
"60,142";"48";"304"
"60,175";"48";"304"
"60,209";"48";"304"
"60,242";"48";"304"
"60,275";"48";"304"
"60,308";"48";"304"
"60,342";"48";"304"
"60,375";"48";"304"
"60,408";"48";"304"
"60,442";"48";"304"
"60,475";"49";"304"
"60,508";"49";"304"
"60,542";"49";"304"
"60,575";"50";"304"
"60,608";"50";"304"
"60,642";"50";"304"
"60,675";"50";"304"
"60,708";"50";"304"
"60,742";"50";"304"
"60,775";"50";"304"
"60,808";"51";"304"
"60,842";"51";"304"
"60,875";"51";"304"
"60,908";"51";"304"
"60,942";"50";"304"
"60,975";"50";"304"
"61,008";"50";"304"
"61,041";"50";"304"
"61,075";"50";"304"
"61,108";"49";"304"
"61,141";"49";"304"
"61,175";"49";"304"
"61,208";"49";"304"
"61,241";"48";"304"
"61,275";"48";"304"
"61,308";"48";"304"
"61,341";"48";"304"
"61,375";"48";"304"
"61,408";"48";"304"
"61,441";"48";"305"
"61,475";"48";"305"
"61,508";"48";"304"
"61,541";"47";"304"
"61,575";"47";"304"
"61,608";"46";"305"
"61,641";"47";"305"
"61,675";"47";"305"
"61,708";"47";"304"
"61,741";"47";"304"
"61,775";"47";"304"
"61,808";"46";"304"
"61,841";"46";"305"
"61,874";"46";"305"
"61,908";"45";"305"
"61,941";"45";"305"
"61,974";"45";"305"
"62,008";"45";"305"
"62,041";"44";"306"
"62,074";"45";"306"
"62,108";"45";"306"
"62,141";"45";"306"
"62,174";"45";"306"
"62,208";"45";"307"
"62,241";"46";"307"
"62,274";"46";"307"
"62,308";"46";"307"
"62,341";"46";"308"
"62,374";"46";"308"
"62,408";"46";"308"
"62,441";"46";"308"
"62,474";"47";"308"
"62,508";"47";"308"
"62,541";"48";"308"
"62,574";"48";"309"
"62,608";"48";"309"
"62,641";"48";"309"
"62,674";"48";"309"
"62,707";"48";"309"
"62,741";"48";"309"
"62,774";"48";"309"
"62,807";"48";"309"
"62,841";"47";"309"
"62,874";"47";"309"
"62,907";"46";"309"
"62,941";"46";"309"
"62,974";"46";"309"
"63,007";"46";"309"
"63,041";"45";"309"
"63,074";"45";"309"
"63,107";"45";"310"
"63,141";"45";"310"
"63,174";"44";"309"
"63,207";"44";"309"
"63,241";"44";"309"
"63,274";"43";"309"
"63,307";"43";"309"
"63,341";"43";"309"
"63,374";"42";"308"
"63,407";"42";"308"
"63,441";"42";"309"
"63,474";"41";"308"
"63,507";"41";"308"
"63,54";"40";"308"
"63,574";"40";"307"
"63,607";"40";"309"
"63,64";"40";"309"
"63,674";"40";"309"
"63,707";"40";"308"
"63,74";"40";"308"
"63,774";"40";"308"
"63,807";"40";"308"
"63,84";"41";"309"
"63,874";"41";"309"
"63,907";"42";"309"
"63,94";"42";"309"
"63,974";"42";"309"
"64,007";"43";"309"
"64,04";"43";"309"
"64,074";"43";"309"
"64,107";"44";"309"
"64,14";"44";"309"
"64,174";"44";"309"
"64,207";"45";"309"
"64,24";"45";"309"
"64,273";"45";"309"
"64,307";"45";"309"
"64,34";"45";"309"
"64,373";"45";"309"
"64,407";"45";"309"
"64,44";"45";"309"
"64,473";"45";"308"
"64,507";"45";"308"
"64,54";"45";"308"
"64,573";"45";"308"
"64,607";"45";"308"
"64,64";"45";"308"
"64,673";"45";"308"
"64,707";"45";"308"
"64,74";"46";"308"
"64,773";"46";"308"
"64,807";"46";"308"
"64,84";"46";"308"
"64,873";"46";"308"
"64,907";"46";"308"
"64,94";"46";"308"
"64,973";"46";"308"
"65,007";"46";"308"
"65,04";"46";"308"
"65,073";"46";"308"
"65,106";"45";"308"
"65,14";"45";"308"
"65,173";"44";"307"
"65,206";"44";"307"
"65,24";"43";"307"
"65,273";"42";"307"
"65,306";"41";"306"
"65,34";"41";"306"
"65,373";"41";"305"
"65,406";"40";"305"
"65,44";"40";"305"
"65,473";"40";"305"
"65,506";"40";"306"
"65,54";"40";"305"
"65,573";"40";"305"
"65,606";"41";"306"
"65,64";"41";"306"
"65,673";"42";"306"
"65,706";"42";"306"
"65,74";"42";"306"
"65,773";"42";"306"
"65,806";"41";"306"
"65,84";"40";"306"
"65,873";"40";"306"
"65,906";"40";"306"
"65,939";"40";"306"
"65,973";"40";"307"
"66,006";"41";"307"
"66,039";"41";"307"
"66,073";"41";"307"
"66,106";"41";"307"
"66,139";"41";"307"
"66,173";"41";"307"
"66,206";"41";"307"
"66,239";"41";"308"
"66,273";"42";"308"
"66,306";"42";"308"
"66,339";"42";"308"
"66,373";"42";"307"
"66,406";"42";"307"
"66,439";"42";"307"
"66,473";"42";"306"
"66,506";"42";"306"
"66,539";"42";"306"
"66,573";"42";"305"
"66,606";"42";"305"
"66,639";"42";"306"
"66,673";"42";"306"
"66,706";"42";"305"
"66,739";"41";"306"
"66,772";"41";"306"
"66,806";"41";"306"
"66,839";"41";"306"
"66,872";"41";"306"
"66,906";"42";"306"
"66,939";"42";"306"
"66,972";"43";"304"
"67,006";"43";"304"
"67,039";"43";"305"
"67,072";"43";"305"
"67,106";"43";"305"
"67,139";"43";"305"
"67,172";"43";"305"
"67,206";"43";"305"
"67,239";"43";"306"
"67,272";"44";"305"
"67,306";"44";"305"
"67,339";"44";"306"
"67,372";"44";"306"
"67,406";"44";"306"
"67,439";"44";"307"
"67,472";"44";"307"
"67,505";"44";"307"
"67,539";"44";"308"
"67,572";"43";"308"
"67,605";"43";"308"
"67,639";"43";"308"
"67,672";"43";"309"
"67,705";"43";"309"
"67,739";"44";"310"
"67,772";"44";"310"
"67,805";"44";"310"
"67,839";"44";"311"
"67,872";"44";"311"
"67,905";"44";"311"
"67,939";"44";"311"
"67,972";"45";"311"
"68,005";"45";"311"
"68,039";"45";"311"
"68,072";"46";"311"
"68,105";"47";"311"
"68,139";"47";"311"
"68,172";"47";"311"
"68,205";"48";"312"
"68,239";"48";"312"
"68,272";"48";"312"
"68,305";"49";"312"
"68,338";"49";"312"
"68,372";"49";"312"
"68,405";"49";"312"
"68,438";"49";"312"
"68,472";"49";"311"
"68,505";"49";"311"
"68,538";"49";"311"
"68,572";"49";"311"
"68,605";"49";"311"
"68,638";"49";"311"
"68,672";"48";"311"
"68,705";"48";"311"
"68,738";"48";"311"
"68,772";"48";"311"
"68,805";"48";"311"
"68,838";"48";"311"
"68,872";"48";"311"
"68,905";"48";"311"
"68,938";"48";"311"
"68,972";"48";"311"
"69,005";"48";"311"
"69,038";"48";"311"
"69,072";"48";"311"
"69,105";"48";"311"
"69,138";"48";"311"
"69,171";"48";"311"
"69,205";"48";"311"
"69,238";"48";"311"
"69,271";"48";"311"
"69,305";"47";"311"
"69,338";"47";"312"
"69,371";"47";"312"
"69,405";"47";"312"
"69,438";"46";"312"
"69,471";"46";"312"
"69,505";"46";"312"
"69,538";"46";"312"
"69,571";"46";"312"
"69,605";"46";"312"
"69,638";"47";"313"
"69,671";"48";"313"
"69,705";"48";"313"
"69,738";"49";"313"
"69,771";"49";"314"
"69,805";"50";"314"
"69,838";"50";"314"
"69,871";"51";"314"
"69,905";"51";"314"
"69,938";"52";"314"
"69,971";"52";"314"
"70,004";"52";"314"
"70,038";"52";"314"
"70,071";"53";"313"
"70,104";"53";"313"
"70,138";"53";"312"
"70,171";"54";"312"
"70,204";"54";"312"
"70,238";"54";"312"
"70,271";"54";"311"
"70,304";"53";"311"
"70,338";"53";"311"
"70,371";"53";"311"
"70,404";"53";"311"
"70,438";"53";"311"
"70,471";"53";"311"
"70,504";"53";"311"
"70,538";"53";"310"
"70,571";"54";"310"
"70,604";"54";"310"
"70,638";"54";"310"
"70,671";"54";"309"
"70,704";"54";"309"
"70,737";"54";"309"
"70,771";"54";"309"
"70,804";"54";"309"
"70,837";"54";"309"
"70,871";"54";"309"
"70,904";"55";"309"
"70,937";"55";"309"
"70,971";"55";"309"
"71,004";"54";"309"
"71,037";"54";"309"
"71,071";"54";"309"
"71,104";"54";"309"
"71,137";"54";"309"
"71,171";"55";"309"
"71,204";"55";"309"
"71,237";"55";"309"
"71,271";"55";"309"
"71,304";"55";"309"
"71,337";"55";"309"
"71,371";"55";"309"
"71,404";"55";"309"
"71,437";"55";"309"
"71,471";"55";"309"
"71,504";"55";"309"
"71,537";"55";"309"
"71,57";"55";"309"
"71,604";"55";"309"
"71,637";"55";"309"
"71,67";"54";"308"
"71,704";"54";"308"
"71,737";"54";"308"
"71,77";"54";"308"
"71,804";"54";"308"
"71,837";"54";"308"
"71,87";"54";"308"
"71,904";"54";"308"
"71,937";"54";"308"
"71,97";"54";"308"
"72,004";"54";"308"
"72,037";"54";"308"
"72,07";"54";"308"
"72,104";"54";"308"
"72,137";"54";"308"
"72,17";"54";"308"
"72,204";"54";"308"
"72,237";"54";"308"
"72,27";"53";"308"
"72,304";"53";"308"
"72,337";"53";"309"
"72,37";"53";"309"
"72,403";"52";"309"
"72,437";"51";"309"
"72,47";"50";"309"
"72,503";"50";"310"
"72,537";"49";"310"
"72,57";"48";"310"
"72,603";"47";"311"
"72,637";"46";"310"
"72,67";"45";"310"
"72,703";"44";"310"
"72,737";"43";"310"
"72,77";"43";"311"
"72,803";"42";"311"
"72,837";"42";"311"
"72,87";"42";"312"
"72,903";"42";"312"
"72,937";"43";"312"
"72,97";"43";"312"
"73,003";"43";"313"
"73,037";"43";"313"
"73,07";"43";"313"
"73,103";"43";"314"
"73,137";"43";"314"
"73,17";"44";"314"
"73,203";"44";"314"
"73,236";"44";"314"
"73,27";"45";"314"
"73,303";"45";"314"
"73,336";"45";"314"
"73,37";"45";"314"
"73,403";"45";"314"
"73,436";"45";"314"
"73,47";"45";"314"
"73,503";"45";"314"
"73,536";"45";"314"
"73,57";"45";"314"
"73,603";"44";"314"
"73,636";"44";"314"
"73,67";"44";"313"
"73,703";"43";"313"
"73,736";"43";"313"
"73,77";"42";"312"
"73,803";"41";"312"
"73,836";"41";"312"
"73,87";"40";"313"
"73,903";"39";"313"
"73,936";"39";"313"
"73,969";"39";"313"
"74,003";"40";"313"
"74,036";"41";"313"
"74,069";"42";"313"
"74,103";"43";"314"
"74,136";"44";"314"
"74,169";"45";"314"
"74,203";"46";"315"
"74,236";"48";"315"
"74,269";"50";"315"
"74,303";"51";"315"
"74,336";"52";"315"
"74,369";"53";"315"
"74,403";"54";"315"
"74,436";"55";"315"
"74,469";"56";"315"
"74,503";"57";"315"
"74,536";"57";"315"
"74,569";"58";"315"
"74,603";"58";"315"
"74,636";"57";"315"
"74,669";"57";"315"
